Independent,Relationship ID,P-Value,Relationship,Dependent,Type,Supported,Hypothesis ID,Mediator/Moderator,Source ID
52460,476,0.05,positive,2185,Moderating,True,1010-2,52457,1010
52460,477,0.05,positive,2186,Moderating,True,1010-2,52457,1010
52460,478,0.05,positive,2180,Moderating,True,1010-2,52457,1010
52451,479,0.05,positive,2171,Moderating,True,1010-2,52455,1010
52451,480,0.05,positive,2172,Moderating,True,1010-2,52455,1010
52451,481,0.05,positive,2174,Moderating,True,1010-2,52455,1010
52451,482,0.05,positive,2180,Moderating,True,1010-2,52455,1010
52458,483,0.05,positive,2184,Moderating,True,1010-2,52457,1010
52458,484,0.05,positive,2185,Moderating,True,1010-2,52457,1010
52458,485,0.05,positive,2186,Moderating,True,1010-2,52457,1010
52458,486,0.05,positive,2180,Moderating,True,1010-2,52457,1010
52453,487,0.01,Has effect,2171,Moderating,True,1010-3,52454,1010
52453,488,0.01,Has effect,2172,Moderating,True,1010-3,52454,1010
52453,489,0.01,Has effect,2174,Moderating,True,1010-3,52454,1010
52453,490,0.01,Has effect,2180,Moderating,True,1010-3,52454,1010
52452,491,0.01,Has effect,2171,Moderating,True,1010-3,52454,1010
52452,492,0.01,Has effect,2172,Moderating,True,1010-3,52454,1010
52452,493,0.01,Has effect,2174,Moderating,True,1010-3,52454,1010
52452,494,0.01,Has effect,2180,Moderating,True,1010-3,52454,1010
52453,495,0.01,Has effect,2171,Moderating,True,1010-3,52455,1010
52453,496,0.01,Has effect,2172,Moderating,True,1010-3,52455,1010
52453,497,0.01,Has effect,2174,Moderating,True,1010-3,52455,1010
52453,498,0.01,Has effect,2180,Moderating,True,1010-3,52455,1010
52451,499,0.01,Has effect,2171,Moderating,True,1010-3,52455,1010
52451,500,0.01,Has effect,2172,Moderating,True,1010-3,52455,1010
52451,501,0.01,Has effect,2174,Moderating,True,1010-3,52455,1010
52451,502,0.01,Has effect,2180,Moderating,True,1010-3,52455,1010
52460,503,0.01,Has effect,2184,Moderating,True,1010-3,52456,1010
52460,504,0.01,Has effect,2185,Moderating,True,1010-3,52456,1010
52460,505,0.01,Has effect,2186,Moderating,True,1010-3,52456,1010
52460,506,0.01,Has effect,2180,Moderating,True,1010-3,52456,1010
52459,507,0.01,Has effect,2184,Moderating,True,1010-3,52456,1010
52459,508,0.01,Has effect,2185,Moderating,True,1010-3,52456,1010
52459,509,0.01,Has effect,2186,Moderating,True,1010-3,52456,1010
52459,510,0.01,Has effect,2180,Moderating,True,1010-3,52456,1010
52460,511,0.01,Has effect,2184,Moderating,True,1010-3,52457,1010
52460,512,0.01,Has effect,2185,Moderating,True,1010-3,52457,1010
52460,513,0.01,Has effect,2186,Moderating,True,1010-3,52457,1010
52460,514,0.01,Has effect,2180,Moderating,True,1010-3,52457,1010
52458,515,0.01,Has effect,2184,Moderating,True,1010-3,52457,1010
52458,516,0.01,Has effect,2185,Moderating,True,1010-3,52457,1010
52458,517,0.01,Has effect,2186,Moderating,True,1010-3,52457,1010
52458,518,0.01,Has effect,2180,Moderating,True,1010-3,52457,1010
52453,519,0.01,No effect,2171,Moderating,True,1010-3,52454,1010
52453,520,0.01,No effect,2172,Moderating,True,1010-3,52454,1010
52453,521,0.01,No effect,2174,Moderating,True,1010-3,52454,1010
52453,522,0.01,No effect,2180,Moderating,True,1010-3,52454,1010
52451,523,0.01,No effect,2171,Moderating,True,1010-3,52454,1010
52451,524,0.01,No effect,2172,Moderating,True,1010-3,52454,1010
52451,525,0.01,No effect,2174,Moderating,True,1010-3,52454,1010
52451,526,0.01,No effect,2180,Moderating,True,1010-3,52454,1010
52453,527,0.01,No effect,2171,Moderating,True,1010-3,52455,1010
52453,528,0.01,No effect,2172,Moderating,True,1010-3,52455,1010
52453,529,0.01,No effect,2174,Moderating,True,1010-3,52455,1010
52453,530,0.01,No effect,2180,Moderating,True,1010-3,52455,1010
52452,531,0.01,No effect,2171,Moderating,True,1010-3,52455,1010
52452,532,0.01,No effect,2172,Moderating,True,1010-3,52455,1010
52452,533,0.01,No effect,2174,Moderating,True,1010-3,52455,1010
52452,534,0.01,No effect,2180,Moderating,True,1010-3,52455,1010
52460,535,0.01,No effect,2184,Moderating,True,1010-3,52456,1010
52460,536,0.01,No effect,2185,Moderating,True,1010-3,52456,1010
52460,537,0.01,No effect,2186,Moderating,True,1010-3,52456,1010
52460,538,0.01,No effect,2180,Moderating,True,1010-3,52456,1010
52458,539,0.01,No effect,2184,Moderating,True,1010-3,52456,1010
52458,540,0.01,No effect,2185,Moderating,True,1010-3,52456,1010
52458,541,0.01,No effect,2186,Moderating,True,1010-3,52456,1010
52458,542,0.01,No effect,2180,Moderating,True,1010-3,52456,1010
52460,543,0.01,No effect,2184,Moderating,True,1010-3,52457,1010
52460,544,0.01,No effect,2185,Moderating,True,1010-3,52457,1010
52460,545,0.01,No effect,2186,Moderating,True,1010-3,52457,1010
52460,546,0.01,No effect,2180,Moderating,True,1010-3,52457,1010
52459,547,0.01,No effect,2184,Moderating,True,1010-3,52457,1010
52459,548,0.01,No effect,2185,Moderating,True,1010-3,52457,1010
52459,549,0.01,No effect,2186,Moderating,True,1010-3,52457,1010
52459,550,0.01,No effect,2180,Moderating,True,1010-3,52457,1010
52463,551,,Positive,2208,Regular,False,1013-2,,1013
52464,552,,Positive,2208,Regular,False,1013-2,,1013
52474,553,0.01,Positive,2208,Regular,True,1013-2,,1013
2211,554,,Positive,2208,Regular,False,1013-2,,1013
2210,555,0.001,Positive,2208,Regular,True,1013-2,,1013
52461,556,,Positive,2208,Regular,False,1013-2,,1013
52462,557,0.05,Positive,2208,Regular,True,1013-2,,1013
2209,558,0.001,Positive,2208,Regular,True,1013-2,,1013
2208,559,0.05,Has effect,52465,Regular,True,1013-3,,1013
2208,560,0.05,Has effect,52466,Regular,True,1013-3,,1013
2208,561,0.05,Has effect,52467,Regular,True,1013-3,,1013
2208,562,0.05,Has effect,52468,Regular,True,1013-3,,1013
52473,563,0.05,Positive,2208,Regular,True,1013-4,,1013
52473,564,0.05,Positive,52463,Regular,True,1013-4,,1013
52473,565,0.05,Positive,52464,Regular,True,1013-4,,1013
52473,566,0.05,Positive,2210,Regular,True,1013-4,,1013
52473,567,0.05,Positive,2209,Regular,True,1013-4,,1013
52473,568,0.05,Positive,52462,Regular,,1013-4,,1013
2192,569,0.01,Negative,52472,Regular,True,1014-1,,1014
2192,570,0.01,Positive,2193,Regular,True,1014-2,,1014
2192,571,,Has effect,52472,Moderating,False,1014-3,52469,1014
2192,572,0.01,Has effect,52472,Moderating,True,1014-4,52470,1014
2192,573,,Has effect,2193,Moderating,False,1014-5,52469,1014
2192,574,0.01,Has effect,2193,Moderating,True,1014-6,52470,1014
2192,575,0.05,Has effect,2194,Moderating,True,1014-7,52469,1014
2192,576,0.01,Has effect,2194,Moderating,True,1014-8,52470,1014
2232,577,0.01,Positive,2229,Regular,True,1016-1,,1016
2232,578,0.01,Positive,2229,Moderating,True,1016-2,2226,1016
52562,579,0.05,Has effect,2212,Regular,True,1017-1,,1017
52562,580,0.05,Has effect,2213,Regular,True,1017-1,,1017
52562,581,0.05,Has effect,2214,Regular,True,1017-1,,1017
52562,582,0.05,Has effect,2215,Regular,True,1017-1,,1017
52562,583,0.05,Has effect,2216,Regular,True,1017-1,,1017
52562,584,0.05,Has effect,2212,Regular,True,1017-2,,1017
52562,585,0.05,Has effect,2213,Regular,True,1017-2,,1017
52562,586,0.05,Has effect,2214,Regular,True,1017-2,,1017
52562,587,0.05,Has effect,2215,Regular,True,1017-2,,1017
52562,588,0.05,Has effect,2216,Regular,True,1017-2,,1017
52487,589,0.05,Has effect,52490,Moderating,True,1018-1,52488,1018
52486,590,0.05,Has effect,52490,Moderating,True,1018-1,52488,1018
52487,591,0.05,Has effect,52490,Moderating,True,1018-1,52489,1018
52486,592,0.05,Has effect,52490,Moderating,True,1018-1,52489,1018
52487,593,0.01,Has effect,2283,Moderating,True,1018-2,52488,1018
52487,594,0.01,Has effect,2283,Moderating,True,1018-2,52488,1018
52486,595,0.01,Has effect,2283,Moderating,True,1018-2,52489,1018
52486,596,0.01,Has effect,2283,Moderating,True,1018-2,52489,1018
52487,597,0.05,Has effect,52490,Mediating,True,1018-3,2283,1018
52491,598,0.01,Positive,52493,Regular,True,1019-1,,1019
52492,599,0.01,Positive,52494,Regular,True,1019-1,,1019
52491,600,0.05,Has effect,52493,Moderating,True,1019-2,2286,1019
52492,601,0.05,Has effect,52494,Moderating,True,1019-2,2286,1019
52491,602,0.05,Has effect,52493,Moderating,True,1019-3,2287,1019
52492,603,0.05,Has effect,52494,Moderating,True,1019-3,2287,1019
2289,604,0.05,Positive,52496,Regular,True,1020-1,,1020
2289,605,0.05,Positive,52498,Regular,True,1020-1,,1020
2289,606,0.05,Positive,2291,Regular,True,1020-2,,1020
52495,607,0.05,Positive,2291,Regular,True,1020-2,,1020
52497,608,0.05,Positive,2290,Regular,True,1020-3,,1020
52498,609,0.05,Positive,52496,Regular,True,1020-3,,1020
2289,610,0.05,Has effect,52496,Mediating,True,1020-4,52498,1020
52496,611,0.01,Negative,2292,Regular,True,1020-5a,,1020
2290,612,,Positive,2292,Regular,False,1020-5b,,1020
2291,613,0.05,Has effect,2292,Regular,True,1020-6a,,1020
2291,614,0.05,No effect,2292,Moderating?,True,1020-6b,52495,1020
52525,652,0.05,Positive,2312,Regular,True,1023-1a,,1023
52525,653,0.05,Positive,2312,Regular,True,1023-1a,,1023
52525,654,0.05,Positive,2315,Regular,True,1023-1b,,1023
52525,655,0.05,Positive,2315,Regular,True,1023-1b,,1023
52525,656,0.05,Positive,2317,Regular,True,1023-1c,,1023
52525,657,0.05,Positive,2317,Regular,True,1023-1c,,1023
52525,658,0.001,Positive,2306,Regular,True,1023-2,,1023
52525,659,0.001,Positive,2306,Regular,True,1023-2,,1023
2312,660,,Has effect,2306,Moderating,False,1023-3,52525,1023
2312,661,,Has effect,2306,Moderating,False,1023-3,52525,1023
2315,662,,Has effect,2306,Moderating,False,1023-3,52525,1023
2315,663,,Has effect,2306,Moderating,False,1023-3,52525,1023
2317,664,,Has effect,2306,Moderating,False,1023-3,52525,1023
2317,665,,Has effect,2306,Moderating,False,1023-3,52525,1023
2312,666,0.05,Positive,2306,Moderating,True,1023-4a,52525,1023
2312,667,0.05,Positive,2306,Moderating,True,1023-4a,52525,1023
2315,668,0.01,Positive,2306,Moderating,True,1023-4b,52525,1023
2315,669,0.01,Positive,2306,Moderating,True,1023-4b,52525,1023
2317,670,,Positive,2306,Moderating,False,1023-4c,52525,1023
2317,671,,Positive,2306,Moderating,False,1023-4c,52525,1023
2307,672,0.001,Positive,2306,Moderating,True,1023-4d,52525,1023
2307,673,0.001,Positive,2306,Moderating,True,1023-4d,52525,1023
2308,674,0.05,Positive,2306,Moderating,True,1023-4d,52525,1023
2308,675,0.001,Positive,2306,Moderating,True,1023-4d,52525,1023
2309,676,0.05,Positive,2306,Moderating,True,1023-4e,52525,1023
2309,677,0.01,Positive,2306,Moderating,True,1023-4e,52525,1023
2318,678,0.01,Positive,2306,Moderating,True,1023-5a,52525,1023
2318,679,0.01,Positive,2306,Moderating,True,1023-5a,52525,1023
2319,680,0.01,Positive,2306,Moderating,True,1023-5b,52525,1023
2319,681,0.01,Positive,2306,Moderating,True,1023-5b,52525,1023
2318,682,0.01,Positive,2306,Moderating,True,1023-6,52525,1023
2319,683,0.01,Positive,2306,Moderating,True,1023-6,52525,1023
2318,684,0.01,Positive,2306,Moderating,True,1023-6,52525,1023
2319,685,0.01,Positive,2306,Moderating,True,1023-6,52525,1023
2312,686,0.01,Positive,2306,Moderating,True,1023-6,52525,1023
2315,687,0.01,Positive,2306,Moderating,True,1023-6,52525,1023
2317,688,0.01,Positive,2306,Moderating,True,1023-6,52525,1023
2327,689,0.01,Positive,2339,Regular,Partial,1024-1,,1024
2328,690,0.01,Positive,2339,Regular,Partial,1024-1,,1024
2327,691,0.05,Has effect,2339,Mediating,Partial,1024-2,2330,1024
2327,692,0.05,Has effect,2339,Mediating,Partial,1024-2,2335,1024
2327,693,0.05,Has effect,2339,Mediating,Partial,1024-2,2338,1024
2328,694,0.05,Has effect,2339,Mediating,Partial,1024-2,2330,1024
2328,695,0.05,Has effect,2339,Mediating,Partial,1024-2,2335,1024
2328,696,0.05,Has effect,2339,Mediating,Partial,1024-2,2338,1024
2328,697,,Has effect,2339,Mediating,False,1024-3,2329,1024
2327,698,0.05,Has effect,2339,Moderating,True,1024-4,2329,1024
2339,699,0.05,Positive,2340,Regular,True,1024-5,,1024
2339,700,0.05,Positive,2341,Regular,True,1024-5,,1024
2344,701,0.05,Positive,2342,Regular,True,1025-1,,1025
52630,702,0.05,Positive,2343,Regular,True,1025-1,,1025
2345,703,0.05,Positive,2342,Regular,True,1025-2,,1025
52632,704,0.01,Positive,2343,Regular,True,1025-2,,1025
2346,705,,Positive,2342,Regular,False,1025-3,,1025
2347,706,0.05,Positive,2343,Regular,True,1025-3,,1025
2348,707,,Positive,2342,Regular,False,1025-4,,1025
52633,708,,Positive,2343,Regular,False,1025-4,,1025
2350,709,0.05,Positive,2351,Regular,True,1027-1a,,1027
2350,710,0.05,Positive,53154,Regular,True,1027-1b,,1027
2350,711,0.05,Positive,53153,Regular,True,1027-1c,,1027
2350,712,0.05,Has effect,2351,Moderating,True,1027-2,2352,1027
2350,713,0.05,Has effect,53154,Moderating,True,1027-2,2352,1027
2350,714,0.05,Has effect,53153,Moderating,True,1027-2,2352,1027
52710,715,0.05,Has effect,2434,LGB supervisors,True,1028-1a,2451,1028
52710,716,,Has effect,2451,Regular,False,1028-1c,,1028
52711,717,0.001,Has effect,2451,Regular,True,1028-1d,,1028
2436,718,0.001,Has effect,2434,Moderating,True,1028-2a,2451,1028
52717,719,0.001,Has effect,2434,Moderating,True,1028-2b,2451,1028
2436,720,0.05,Has effect,2451,Regular,True,1028-2c,,1028
52717,721,0.001,Has effect,2451,Regular,True,1028-2d,,1028
2435,722,0.001,Has effect,2434,Moderating,True,1028-3a,2451,1028
2435,723,,Has effect,2451,Regular,False,1028-3b,,1028
2434,724,0.001,Has effect,2441,Regular,True,1028-4,,1028
2434,725,0.001,Has effect,2442,Regular,True,1028-4,,1028
2434,726,0.001,Has effect,2443,Regular,True,1028-4,,1028
2434,727,0.001,Has effect,2444,Regular,True,1028-4,,1028
2434,728,0.001,Has effect,2445,Regular,True,1028-4,,1028
2434,729,0.001,Has effect,2446,Regular,True,1028-4,,1028
2434,730,0.05,Has effect,2447,Regular,True,1028-4,,1028
2434,731,0.001,Has effect,2448,Regular,True,1028-4,,1028
2434,732,0.001,Has effect,2449,Regular,True,1028-4,,1028
2434,733,0.001,Has effect,2450,Regular,True,1028-4,,1028
2434,734,0.001,Has effect,52713,Regular,True,1028-4,,1028
2434,735,0.001,Has effect,52714,Regular,True,1028-4,,1028
2434,736,0.001,Has effect,52715,Regular,True,1028-4,,1028
2434,737,0.001,Has effect,52716,Regular,True,1028-4,,1028
2367,738,0.001,Positive,2372,Mediating,True,1031-1,2370,1031
2367,739,0.001,Positive,2370,Moderating,True,1031-2,2371,1031
2367,740,0.001,Positive,2370,Moderating,True,1031-3,2369,1031
2380,741,0.05,Positive,52769,Regular,True,1033-1,,1033
2380,742,0.05,Positive,52770,Regular,True,1033-1,,1033
2380,743,0.05,Positive,52771,Regular,True,1033-1,,1033
2383,744,0.05,Negative,52769,Regular,True,1033-1,,1033
2383,745,0.05,Negative,52770,Regular,True,1033-1,,1033
2383,746,0.05,Negative,52771,Regular,True,1033-1,,1033
2380,747,0.001,Has effect,52769,Moderating,True,1033-2,2381,1033
2380,748,0.001,Has effect,52770,Moderating,True,1033-2,2381,1033
2380,749,0.001,Has effect,52771,Moderating,True,1033-2,2381,1033
2380,750,0.001,Has effect,52769,Moderating,True,1033-2,2382,1033
2380,751,0.001,Has effect,52770,Moderating,True,1033-2,2382,1033
2380,752,0.001,Has effect,52771,Moderating,True,1033-2,2382,1033
2383,753,0.001,Has effect,52769,Moderating,True,1033-2,2382,1033
2383,754,0.001,Has effect,52770,Moderating,True,1033-2,2382,1033
2383,755,0.001,Has effect,52771,Moderating,True,1033-2,2382,1033
2383,756,0.001,Has effect,52769,Moderating,True,1033-2,2381,1033
2383,757,0.001,Has effect,52770,Moderating,True,1033-2,2381,1033
2383,758,0.001,Has effect,52771,Moderating,True,1033-2,2381,1033
2380,759,,Negative,52769,Moderating,False,1033-3,2383,1033
2380,760,,Negative,52770,Moderating,False,1033-3,2383,1033
2380,761,,Negative,52771,Moderating,False,1033-3,2383,1033
2384,762,0.01,Positive,2386,Regular,True,1034-1,,1034
52789,763,0.01,Positive,2386,Regular,True,1034-1,,1034
2386,764,0.05,Positive,2387,Regular,True,1034-2,,1034
2384,765,0.01,Positive,52790, ,True,1034-3,,1034
52789,766,0.05,Positive,52790, ,True,1034-3,,1034
52798,767,0.05,Positive,2393,Regular,partial,1035-1a,,1035
52798,768,0.05,Positive,2393,Moderating,partial,1035-1b,,1035
2390,769,,Positive,2393,Regular,False,1035-2,,1035
52799,770,0.01,Positive,2393,Regular,True,1035-3a,,1035
52800,771,0.05,Negative,2393,Regular,True,1035-3b,,1035
2392,772,,Positive,2393,Regular,False,1035-4,,1035
2394,773,0.05,Positive,2393,Regular,True,1035-5a,,1035
2395,774,,Positive,2393,Regular,False,1035-5b,,1035
2391,775,0.05,No effect,2393,Regular,True,1035-5c,,1035
2402,776,0.05,positive,2399,Regular,True,1036-1a,,1036
2402,777,,Negative,2400,Regular,False,1036-1b,,1036
2403,778,,Negative,2399,Regular,False,1036-1c,,1036
2403,779,0.05,positive,2400,Regular,True,1036-1d,,1036
2404,780,0.05,Positive,2399,Regular,True,1036-2a,,1036
2404,781,0.05,Negative,2400,Regular,True,1036-2b,,1036
2405,782,0.05,Positive,2399,Regular,True,1036-2c,,1036
2405,783,,Negative,2400,Regular,False,1036-2d,,1036
2406,784,,Positive,2399,Regular,False,1036-3a,,1036
2406,785,,Negative,2400,Regular,False,1036-3b,,1036
2406,786,0.05,Positive,2399,Regular,True,1036-3c,,1036
2406,787,,Negative,2400,Regular,False,1036-3d,,1036
52809,788,,Negative,2399,Regular,False,1036-4a,,1036
52809,789,0.05,Positive,2400,Regular,True,1036-4b,,1036
52809,790,0.05,Negative,2399,Regular,True,1036-4c,,1036
52809,791,0.05,Positive,2400,Regular,True,1036-4d,,1036
52949,792,0.05,Positive,2399,Regular,True,1036-5,,1036
52811,793,0.01,Positive,52816,Regular,True,1037-1,,1037
52812,794,0.01,Positive,52816,Regular,True,1037-1,,1037
52813,795,0.01,Negative,52816,Regular,True,1037-1,,1037
52814,796,0.01,Positive,52815,Regular,True,1037-2,,1037
52815,797,0.01,Positive,52815,Regular,True,1037-2,,1037
52816,798,0.01,Negative,52815,Regular,True,1037-2,,1037
52817,799,0.01,Positive,52814,Regular,True,1037-3,,1037
52818,800,0.05,No effect,52814,Regular,True,1037-3,,1037
52819,801,0.05,No effect,52814,Regular,True,1037-3,,1037
52817,802,0.05,Has effect,3213,Mediator,True,1037-4,52816,1037
52817,803,0.05,Has effect,3213,Mediator,True,1037-4,52815,1037
52817,804,0.05,Has effect,3213,Mediator,True,1037-4,52814,1037
52817,805,0.05,Has effect,3212,Mediator,True,1037-4,52816,1037
52817,806,0.05,Has effect,3212,Mediator,True,1037-4,52815,1037
52817,807,0.05,Has effect,3212,Mediator,True,1037-4,52814,1037
52818,808,0.05,Has effect,3213,Mediator,True,1037-5,52816,1037
52818,809,0.05,Has effect,3213,Mediator,True,1037-5,52815,1037
52818,810,0.05,Has effect,3212,Mediator,True,1037-5,52816,1037
52818,811,0.05,Has effect,3212,Mediator,True,1037-5,52815,1037
2956,812,0.01,Positive,2959,Moderating,True,1054-1,2953,1054
2418,813,0.001,Positive,2421,Regular,True,1055-1,,1055
2419,814,0.001,Positive,2421,Regular,True,1055-1,,1055
2418,815,0.001,Positive,2422,Regular,True,1055-1,,1055
2419,816,0.05,Positive,2422,Regular,True,1055-1,,1055
2418,817,0.001,Positive,2423,Mediator,True,1055-2,2421,1055
2419,818,0.05,Positive,2423,Mediator,True,1055-2,2421,1055
2418,819,0.001,Positive,2423,Mediator,True,1055-2,2422,1055
2419,820,0.05,Positive,2423,Mediator,True,1055-2,2422,1055
2422,821,0.001,Has effect,2423,Regular,True,1055-3,,1055
2421,822,NULL,Has effect,,Regular,False,1055-3,,1055
52899,823,0.001,Positive,2418,Regular,True,1055-4a,,1055
52899,824,0.001,Positive,2421,Mediator,True,1055-4b,2418,1055
52899,825,0.01,Positive,2422,Mediator,True,1055-4b,2418,1055
52901,826,0.01,Positive,2419,Regular,True,1055-5a,,1055
52904,827,0.001,Positive,2419,Regular,True,1055-5a,,1055
52901,828,0.1,Positive,2421,Mediator,True,1055-5b,2419,1055
52904,829,0.1,Positive,2421,Mediator,True,1055-5b,2419,1055
52901,830,0.05,Positive,2422,Mediator,True,1055-5b,2419,1055
52904,831,0.05,Positive,2422,Mediator,True,1055-5b,2419,1055
2247,832,0.01,Positive,2249,Regular,True,1056-1,,1056
2246,833,0.01,Positive,2249,Regular,True,1056-2,,1056
2249,834,0.01,Positive,2252,Regular,True,1056-3,,1056
2249,835,0.01,Positive,2254,Regular,True,1056-4,,1056
2246,836,0.05,Has effect,2252,Mediator,True,1056-5,2249,1056
2247,837,0.01,Has effect,2252,Mediator,True,1056-5,2249,1056
2246,838,0.01,Has effect,2254,Mediator,True,1056-5,2249,1056
2247,839,0.01,Has effect,2254,Mediator,True,1056-5,2249,1056
52900,840,0.01,Positive,2250,Regular,True,1056-6,,1056
2248,841,0.01,Positive,2250,Regular,True,1056-7,,1056
2247,842,0.01,Negative,2250,Regular,True,1056-8,,1056
2250,843,0.01,Negative,2252,Regular,True,1056-9,,1056
2250,844,,Negative,2254,Regular,False,1056-0,,1056
52900,845,0.06,has effect,2252,Mediator,Partially supported,1056-1,2250,1056
2248,846,0.05,has effect,2252,Mediator,True,1056-1,,1056
2247,847,0.05,has effect,2252,Mediator,True,1056-1,,1056
2248,848,NULL,Negative,2250,Moderator,False,1056-2,2246,1056
2248,849,NULL,Negative,2250,Moderator,False,1056-2,2247,1056
52900,850,NULL,Negative,2250,Moderator,False,1056-3,2246,1056
52900,851,NULL,Negative,2250,Moderator,False,1056-3,2247,1056
2246,852,NULL,Positive,2249,Moderator,False,1056-4,2248,1056
2246,853,NULL,Positive,2249,Moderator,False,1056-4,52900,1056
2247,854,NULL,Positive,2249,Moderator,False,1056-5,2248,1056
2247,855,NULL,Positive,2249,Moderator,False,1056-5,52900,1056
2255,856,0.001,Positive,2261,Regular,True,1057-1,NULL,1057
2261,857,0.001,Positive,2262,Regular,True,1057-2,NULL,1057
2261,858,0.001,Positive,2262,Regular,True,1057-2,NULL,1057
2255,859,0.001,Has effect,2262,Mediator,True,1057-3,2261,1057
2255,860,0.001,Has effect,2262,Mediator,True,1057-3,2261,1057
2257,861,0.05,Positive,2256,Regular,True,1057-4,,1057
2255,862,0.001,Positive,2261,Moderator,True,1057-5,2256,1057
52943,863,0.05,Positive,52944,Mediate,TRUE--partially supported,1058-1,2452,1058
52942,864,0.05,Positive,52945,Mediate,True,1058-1,2453,1058
52943,865,0.05,Positive,2452,Mediate,True,1058-2,52942,1058
52943,866,0.05,Positive,2452,Mediate,True,1058-2,2453,1058
2453,867,,Positive,52944,Mediate,False,1058-3,2452,1058
2453,868,,Positive,52944,Mediate,False,1058-3,52945,1058
52942,869,0.05,Positive,2452,Moderate,True,1058-4,52943,1058
2452,870,0.05,Negative,52944,Moderate,TRUE--partially supported,1058-5,2453,1058
2424,871,0.01,Has effect,2433,Mediator,True,1060-1,2428,1060
2424,872,0.01,Has effect,2432,Mediator,True,1060-1,2428,1060
2425,873,0.01,Has effect,2433,Mediator,True,1060-1,2428,1060
2425,874,0.01,Has effect,2432,Mediator,True,1060-1,2428,1060
2424,875,0.01,Has effect,2433,Moderate,True,1060-1,2429,1060
2424,876,0.01,Has effect,2432,Moderate,True,1060-1,2429,1060
2424,877,0.01,Has effect,2433,Moderate,True,1060-1,2430,1060
2424,878,0.01,Has effect,2432,Moderate,True,1060-1,2430,1060
2425,879,0.01,Has effect,2433,Moderate,True,1060-1,2429,1060
2425,880,0.01,Has effect,2432,Moderate,True,1060-1,2429,1060
2425,881,0.01,Has effect,2433,Moderate,True,1060-1,2430,1060
2425,882,0.01,Has effect,2432,Moderate,True,1060-1,2430,1060
2426,883,0.01,Has effect,2433,Mediator,True,1060-2,2428,1060
2426,884,0.01,Has effect,2432,Mediator,True,1060-2,2428,1060
2427,885,0.01,Has effect,2433,Mediator,True,1060-2,2428,1060
2427,886,0.01,Has effect,2432,Mediator,True,1060-2,2428,1060
2426,887,0.01,Has effect,2433,Moderate,True,1060-2,2429,1060
2426,888,0.01,Has effect,2432,Moderate,True,1060-2,2429,1060
2426,889,0.01,Has effect,2433,Moderate,True,1060-2,2430,1060
2426,890,0.01,Has effect,2432,Moderate,True,1060-2,2430,1060
2427,891,0.01,Has effect,2433,Moderate,True,1060-2,2429,1060
2427,892,0.01,Has effect,2432,Moderate,True,1060-2,2429,1060
2427,893,0.01,Has effect,2433,Moderate,True,1060-2,2430,1060
2427,894,0.01,Has effect,2432,Moderate,True,1060-2,2430,1060
2462,895,0.05,Positive,2458,Moderating,True,1063-1,2461,1063
2462,896,0.05,Positive,2459,Moderating,True,1063-2,2461,1063
2461,897,0.01,Has effect,2459,Mediating,True,1063-3,2458,1063
2467,898,0.05,Has effect,2460,Moderating,Partial,1063-4,2461,1063
2467,899,0.05,Has effect,2460,Moderating,Partial,1063-4,2462,1063
52997,900,0.05,Has effect,52999,Moderator,True,1064-1,2470,1064
52997,901,0.05,Has effect,52999,Moderator,True,1064-1,52996,1064
52997,902,0.01,Has effect,2472,Moderator,True,1064-2a,2470,1064
52997,903,0.01,Has effect,2472,Moderator,True,1064-2a,52996,1064
52997,904,,has effect,52999,Mediated moderation,False,1064-2b,2472,1064
52997,905,0.001,Has effect,2473,Moderator,True,1064-3a,2470,1064
52997,906,0.001,Has effect,2473,Moderator,True,1064-3a,52996,1064
52997,907,0.05,Has effect,52999,Mediated moderation,True,1064-3b,2473,1064
52997,908,0.05,Has effect,2474,moderator,True,1064-4a,2470,1064
52997,909,0.05,Has effect,2474,moderator,True,1064-4a,52996,1064
52997,910,0.05,Has effect,52999,Mediated moderation,True,1064-4b,2474,1064
53000,911,0.05,Positive,2495,Moderating,True,1066-1,2497,1066
53000,912,0.05,positive,2496,Moderating,True,1066-2,2497,1066
2509,913,0.001,positive,2516,Regular,true,1068-1,,1068
2517,914,0.001,Has effect,53005,Regular,true,1068-2,,1068
2517,915,0.001,Has effect,2516,Regular,true,1068-3,,1068
2517,916,0.01,Has effect,2516,Mediating,true,1068-4,53005,1068
2517,917,,has effect,53005,regular,False,1068-5,,1068
2517,918,0.001,has effect,2516,Moderating,true,1068-6,2511,1068
2517,919,,Has effect,53005,Moderating,False,1068-7,,1068
2517,920,,Has effect,2516,Moderating,False,1068-7,,1068
21100,921,No,Positive,21095,Regular,,6175-1a,,6175
21100,922,No,Positive,21096,Regular,,6175-1a,,6175
21097,923,0.01,Positive,21095,Regular,,6175-1b,,6175
21097,924,0.04,Positive,21096,Regular,,6175-1b,,6175
21097,925,No,Positive,21095,Regular,,6175-2a,,6175
21099,926,0.05,Positive,21096,Regular,,6175-2a,,6175
21098,927,0.02,Negative,21095,Regular,,6175-2b,,6175
21098,928,No,Negative,21096,Regular,,6175-2b,,6175
21103,929,No,Negative,21100,Regular,,6175-3a,,6175
21103,930,No,Negative,21097,Regular,,6175-3b,,6175
21103,931,0.01,Negative,21099,Regular,,6175-3c,,6175
21103,932,No,Negative,21098,Regular,,6175-3d,,6175
