SourceId,HypothesisId,Annotation,Text
888,888-3,"[u'Team creative efficacy', u'team creativity', u'Team creative efficacy', u'team educational specialization heterogeneity', u' transformational leadership', u' team creativity']",Team creative efficacy is positively related to team creativity.
888,888-4,"[u'Team creative efficacy', u'team educational specialization heterogeneity', u' transformational leadership', u' team creativity', u'Team creative efficacy', u'team educational specialization heterogeneity', u'transformational leadership', u'team tenure', u'team creativity']","Team creative efficacy mediates the moderated relationship among team educational specialization heterogeneity, transformational leadership, and team creativity."
888,888-5,"[u'Team creative efficacy', u'team educational specialization heterogeneity', u'transformational leadership', u'team tenure', u'team creativity']","Team creative efficacy mediates the moderated relations among team educational specialization heterogeneity, transformational leadership, team tenure, and team creativity."
890,890-1,"[u'Helping other coworkers', u'positive moods', u'coworker helping and support', u'Coworker helping and support ', u'helping other coworkers ', u'task performance']",Helping other coworkers mediates the relationship between positive moods and coworker helping and support.
890,890-2,"[u'Coworker helping and support ', u'helping other coworkers ', u'task performance']",Coworker helping and support mediates the relationship between helping other coworkers and task performance.
890,890-3,"[u'Self-efficacy', u'positive moods', u' task persistence', u'Task persistence', u'self-efficacy', u'task performance']",Self-efficacy mediates the relationship between positive moods and task persistence.
890,890-4,"[u'Task persistence', u'self-efficacy', u'task performance']",Task persistence mediates the relationship between self-efficacy and task performance.
890,890-5,"[u'Coworker helping and support', u'task persistence', u'Work hours', u'satisfaction with work\u2013family balance', u'Work hours', u'satisfaction with work\u2013family balance']",Coworker helping and support is positively related to task persistence.
891,891-1a,"[u'Work hours', u'satisfaction with work\u2013family balance', u'Work hours', u'satisfaction with work\u2013family balance', u'Job complexity', u'satisfaction with work\u2013family balance']",Work hours will be negatively related to satisfaction with work–family balance.
891,891-1b,"[u'Work hours', u'satisfaction with work\u2013family balance', u'Job complexity', u'satisfaction with work\u2013family balance', u'Job complexity', u'work hours ', u'satisfaction with work\u2013family balance', u' work hours', u'work\u2013family balance satisfaction', u'complex jobs', u'work\u2013family balance satisfaction']",Work hours will be positively related to satisfaction with work–family balance.
891,891-2a,"[u'Job complexity', u'satisfaction with work\u2013family balance', u'Job complexity', u'work hours ', u'satisfaction with work\u2013family balance', u' work hours', u'work\u2013family balance satisfaction', u'complex jobs', u'work\u2013family balance satisfaction', u'complex jobs']",Job complexity will be positively related to satisfaction with work–family balance.
891,891-2b,"[u'Job complexity', u'work hours ', u'satisfaction with work\u2013family balance', u' work hours', u'work\u2013family balance satisfaction', u'complex jobs', u'work\u2013family balance satisfaction', u'complex jobs']",Job complexity will moderate the relationship between work hours and satisfaction with work–family balance such that longer work hours will have a less negative effect on the work–family balance satisfaction of people with more complex jobs than on the work–family balance satisfaction of people with less complex jobs.
891,891-3a,"[u'Control over work time ', u'satisfaction with work\u2013family balance', u'Control over work time', u'work hours', u' satisfaction with work\u2013 family balance ', u'work hours', u'work\u2013family balance satisfaction ', u'control over work time ', u' work\u2013family balance satisfaction', u'control over work time']",Control over work time will be positively related to satisfaction with work–family balance.
891,891-3b,"[u'Control over work time', u'work hours', u' satisfaction with work\u2013 family balance ', u'work hours', u'work\u2013family balance satisfaction ', u'control over work time ', u' work\u2013family balance satisfaction', u'control over work time']",Control over work time will moderate the relationship between work hours and satisfaction with work– family balance such that longer work hours will have a more negative effect on the work–family balance satisfaction of people in jobs with low control over work time than on the work–family balance satisfaction of people in jobs with high control over work time.
891,891-4,"[u'Gender', u'work hours', u'satisfaction with work\u2013family balance', u'hours of work', u'women\u2019s', u'satisfaction with work\u2013family balance', u""men's""]",Gender will moderate the relationship between work hours and satisfaction with work–family balance such that longer hours of work will have a more negative effect on women’s satisfaction with work–family balance than on men’s.
892,892-1a,"[u'Power', u'appropriateness of expressions of anger', u' intentions to claim value', u'power', u'intend to claim more value', u'inappropriately angry', u'appropriately angry', u'nonemotional opponents']","Power and the appropriateness of expressions of anger jointly predict intentions to claim value, so that negotiators with high power intend to claim more value from inappropriately angry opponents than from appropriately angry or nonemotional opponents."
892,892-1b,"[u'Power', u'appropriateness of expressions of anger', u' intentions to claim value', u'power', u'intend to claim less value', u' both appropriately and inappropriately angry ', u'nonemotional opponents']","Power and the appropriateness of expressions of anger jointly predict intentions to claim value, so that negotiators with low power intend to claim less value from both appropriately and inappropriately angry opponents than from nonemotional opponents."
892,892-1a,"[u'Power', u'appropriateness of the opponent\u2019s expression of anger', u'demands', u'power', u'claim more value', u' inappropriately ', u'angry opponent', u'appropriately', u'angry', u' nonemotional opponent']","Power and the appropriateness of the opponent’s expression of anger jointly predict demands, so that negotiators with high power claim more value from an inappropriately angry opponent than from an appropriately angry or a nonemotional opponent."
892,892-1b,"[u'Power', u'appropriateness of the opponent\u2019s expression of anger', u'demands', u'power', u'claim less value', u'appropriately', u' inappropriately ', u'angry opponent', u' nonemotional opponent']","Power and the appropriateness of the opponent’s expression of anger jointly predict demands, so that negotiators with low power claim less value from an appropriately or inappropriately angry opponent than from a nonemotional opponent."
893,893-1,"[u'Task interdependence perceived by team members', u'team\u2019s transactive memory system', u'TMS']",Task interdependence perceived by team members is positively related to their team’s transactive memory system (TMS).
893,893-2,"[u'Cooperative goal interdependence', u'team\u2019s transactive memory system', u'TMS']",Cooperative goal interdependence is positively related to team transactive memory system (TMS).
893,893-3,"[u'Support for innovation', u'team\u2019s transactive memory system', u'TMS']",Support for innovation is positively related to team transactive memory system (TMS).
893,893-4,"[u'Transactive memory system', u'TMS', u'performance of work teams']",Transactive memory system (TMS)is positively related to the performance of work teams.
893,893-5,"[u'Transactive memory system', u'TMS', u'team performance', u'task interdependence', u'cooperative goal interdependence', u'support for innovation']","Transactive memory system (TMS)mediates the relationship between team performance and each of the three team characteristics: task interdependence, cooperative goal interdependence, and support for innovation."
1004,1004-1,"[u'experience more negative', u'fewer positive emotions', u'interacting with supervisors', u'interacting with coworkers or clients and customers', u'supervisors\u2019 transformational leadership behaviors', u'employees\u2019 experiences of positive emotions']",Employees experience more negative and fewer positive emotions when interacting with supervisors than when interacting with coworkers or clients and customers.
1004,1004-2,"[u'supervisors\u2019 transformational leadership behaviors', u'employees\u2019 experiences of positive emotions', u'Emotional regulation', u'hiding negative emotions', u'faking positive emotions', u'job satisfaction ']",There is a positive association between supervisors’ transformational leadership behaviors and employees’ experiences of positive emotions throughout the workday.
1004,1004-3a,"[u'Emotional regulation', u'hiding negative emotions', u'faking positive emotions', u'job satisfaction ', u'Emotional regulation ', u'hiding negative emotions', u'faking positive emotions', u'experienced stress']",Emotional regulation (both hiding negative emotions and faking positive emotions) is negatively associated with job satisfaction within individuals.
1004,1004-3b,"[u'Emotional regulation ', u'hiding negative emotions', u'faking positive emotions', u'experienced stress']",Emotional regulation (both hiding negative emotions and faking positive emotions) is positively associated with experienced stress within individuals.
1004,1004-4a,"[u'Supervisors\u2019 transformational leadership behaviors', u'emotional regulation', u'job satisfaction', u'transformational leadership behaviors', u'emotional regulation', u'job satisfaction', u'transformational leadership behaviors']","Supervisors’ transformational leadership behaviors moderate the link between emotional regulation and job satisfaction, such that when supervisors engage in more transformational leadership behaviors, the negative association between emotional regulation and job satisfaction is weaker than when supervisors engage in less transformational leadership behaviors."
1004,1004-4b,"[u'Supervisors\u2019 transformational leadership behaviors', u'emotional regulation', u'stress', u'transformational leadership behaviors', u'emotional regulation', u'stress ', u'transformational leadership behaviors']","Supervisors’ transformational leadership behaviors moderate the link between emotional regulation and stress, such that when supervisors engage in more transformational leadership behaviors, the positive association between emotional regulation and stress is weaker than when supervisors engage in less transformational leadership behaviors."
1005,1005-1a,"[u'Job embeddedness', u'intention to search', u'intention to quit', u'job satisfaction', u'perceived alternatives']","Job embeddedness will predict intention to search and intention to quit, beyond job satisfaction and perceived alternatives."
1005,1005-1b,"[u'Job embeddedness', u'voluntary turnover', u' job satisfaction', u'perceived alternatives', u'intention to search', u'intention to quit']","Job embeddedness will predict voluntary turnover, beyond job satisfaction, perceived alternatives, intention to search, and intention to quit."
1005,1005-2,"[u'job embeddedness', u'intention to search', u'intention to quit', u'voluntary turnover', u'Global job embeddedness', u'job satisfaction', u'intentions to search', u'job satisfaction', u'intention to search']","The global measure of job embeddedness will predict intention to search, intention to quit, and voluntary turnover over the composite measure."
1005,1005-3,"[u'Global job embeddedness', u'job satisfaction', u'intentions to search', u'job satisfaction', u'intention to search']","Global job embeddedness will moderate the relation between job satisfaction and intentions to search, such that the negative relationship between job satisfaction and intention to search will be stronger under conditions of low embeddedness."
1006,1006-1,"[u'person\u2013team fit', u'Individuals\u2019 perceptions of person\u2013role fit', u'time', u'Growth satisfaction', u'person\u2013role fit', u'time']",Individuals’ perceptions of values-based person–team fit will remain generally stable after the team formation phase.
1006,1006-2,"[u'Individuals\u2019 perceptions of person\u2013role fit', u'time', u'Growth satisfaction', u'person\u2013role fit', u'time']",Individuals’ perceptions of person–role fit will change over time.
1006,1006-3,"[u'Growth satisfaction', u'person\u2013role fit', u'time', u'person\u2013role fit', u'time']",Growth satisfaction will be positively related to changes in person–role fit over time.
1006,1006-4,"[u'person\u2013role fit', u'time', u'General self-efficacy', u'individual performance', u'person\u2013role fit', u'general self-efficacy']",Individuals’ performance in the team will be positively related to changes in person–role fit over time.
1006,1006-5,"[u'General self-efficacy', u'individual performance', u'person\u2013role fit', u'general self-efficacy', u'Managerial oversight', u'counterproductivity']","General self-efficacy moderates the relationship between individual performance and person–role fit, such that the relationship will be stronger for individuals with high general self-efficacy."
1007,1007-1,"[u'Managerial oversight', u'counterproductivity', u'Ethical leadership', u'counterproductivity', u'Abusive supervision', u'counterproductivity']",Managerial oversight is negatively associated with counterproductivity.
1007,1007-2,"[u'Ethical leadership', u'counterproductivity', u'Abusive supervision', u'counterproductivity', u'Counterproductivity', u'financial performance']",Ethical leadership is negatively associated with counterproductivity.
1007,1007-3,"[u'Abusive supervision', u'counterproductivity', u'Counterproductivity', u'financial performance', u'Counterproductivity', u'customer satisfaction']",Abusive supervision is positively associated with counterproductivity.
1007,1007-4a,"[u'Counterproductivity', u'financial performance', u'Counterproductivity', u'customer satisfaction', u'Counterproductivity', u'managerial modes of influence', u'financial performance', u'customer satisfaction']",Counterproductivity is negatively associated with financial performance.
1007,1007-4b,"[u'Counterproductivity', u'customer satisfaction', u'Counterproductivity', u'managerial modes of influence', u'financial performance', u'customer satisfaction']",Counterproductivity is negatively associated with customer satisfaction.
1007,1007-5a,"[u'Counterproductivity', u'managerial modes of influence', u'financial performance', u'customer satisfaction', u'Counterproductivity', u'managerial modes of influence', u'customer satisfaction']",Counterproductivity mediates the relationships between managerial modes of influence and unit-level outcomes: financial performance. and (b) customer satisfaction.
1007,1007-5b,"[u'Counterproductivity', u'managerial modes of influence', u'customer satisfaction', u'Personal mastery', u'interpersonal deviance']",Counterproductivity mediates the relationships between managerial modes of influence and unit-level outcomes: customer satisfaction.
1008,1008-1a,"[u'Personal mastery', u'interpersonal deviance', u'Personal mastery', u'organizational deviance']",Personal mastery is negatively related to interpersonal deviance.
1008,1008-1b,"[u'Personal mastery', u'organizational deviance', u'Competitive excellence', u'interpersonal deviance']",Personal mastery is negatively related to organizational deviance.
1008,1008-2a,"[u'Competitive excellence', u'interpersonal deviance', u'Competitive excellence', u'organizational deviance', u'Behavioral activation system', u'BAS', u'interpersonal deviance']",Competitive excellence is positively related to interpersonal deviance.
1008,1008-2b,"[u'Competitive excellence', u'organizational deviance', u'Behavioral activation system', u'BAS', u'interpersonal deviance']",Competitive excellence is negatively related to organizational deviance.
1008,1008-3a,"[u'Behavioral activation system', u'BAS', u'interpersonal deviance', u'Behavioral activation system', u'BAS', u'organizational deviance']",Behavioral activation system (BAS) sensitivity is positively related to interpersonal deviance.
1008,1008-3b,"[u'Behavioral activation system', u'BAS', u'organizational deviance', u'Avoidance motivation', u'interpersonal deviance']",Behavioral activation system (BAS) sensitivity is positively related to organizational deviance.
1008,1008-4a,"[u'Avoidance motivation', u'interpersonal deviance']",Avoidance motivation is positively related to interpersonal deviance.
1008,1008-4b,"[u'Avoidance motivation', u'organizational deviance']",Avoidance motivation is positively related to organizational deviance.
1008,1008-5a,"[u'avoidance motivation', u'interpersonal deviance', u'organizational constraints', u'constraints', u'constraints']","The relations of avoidance motivation with interpersonal deviance is moderated by organizational constraints, such that the relations are strong and positive when constraints are high and weak when constraints are low."
1008,1008-5b,"[u'avoidance motivation', u'organizational deviance', u'organizational constraints', u'constraints', u'constraints']","The relations of avoidance motivation with organizational deviance is moderated by organizational constraints, such that the relations are strong and positive when constraints are high and weak when constraints are low."
1009,1009-1,"[u'Consensus in work role judgments', u'focal role requirement', u'consensus', u' descriptor specificity', u'tasks  ', u'responsibilities', u'traits']","Consensus in work role judgments will vary depending on the focal role requirement, such that consensus will decrease as descriptor specificity decreases (i.e., from tasks to responsibilities to traits)."
1009,1009-2a,"[u'Interdependence ', u'consensus ', u' task requirements', u'Interdependence ', u'consensus ', u'responsibility requirements', u'Interdependence ', u'consensus ', u'trait requirements']",Interdependence will be related to lower consensus in task requirements.
1009,1009-2b,"[u'Interdependence ', u'consensus ', u'responsibility requirements', u'Interdependence ', u'consensus ', u'trait requirements', u'Autonomy ', u'consensus ', u' task requirements']",Interdependence will be related to higher consensus in responsibility requirements.
1009,1009-2c,"[u'Interdependence ', u'consensus ', u'trait requirements', u'Autonomy ', u'consensus ', u' task requirements', u'Autonomy ', u'consensus ', u'responsibility requirements']",Interdependence will not be related to consensus in trait requirements.
1009,1009-3a,"[u'Autonomy ', u'consensus ', u' task requirements', u'Autonomy ', u'consensus ', u'responsibility requirements', u'Autonomy ', u'consensus ', u'trait requirements']",Autonomy will be related to lower consensus in task requirements.
1009,1009-3b,"[u'Autonomy ', u'consensus ', u'responsibility requirements', u'Autonomy ', u'consensus ', u'trait requirements', u'Routinization ', u'consensus ', u' task requirements']",Autonomy will not be related to consensus in responsibility requirements.
1009,1009-3c,"[u'Autonomy ', u'consensus ', u'trait requirements', u'Routinization ', u'consensus ', u' task requirements', u'Routinization ', u'consensus ', u'responsibility requirements']",Autonomy will be related to lower consensus in trait requirements.
1009,1009-4a,"[u'Routinization ', u'consensus ', u' task requirements', u'Routinization ', u'consensus ', u'responsibility requirements', u'Routinization ', u'consensus ', u'trait requirements']",Routinization will be related to higher consensus in task requirements.
1009,1009-4b,"[u'Routinization ', u'consensus ', u'responsibility requirements', u'Routinization ', u'consensus ', u'trait requirements', u'trust violation ', u'integrity', u'trust toward the accused party', u'denial ', u'reticence ', u'apology']",Routinization will be related to higher consensus in responsibility requirements.
1009,1009-4c,"[u'Routinization ', u'consensus ', u'trait requirements', u'trust violation ', u'integrity', u'trust toward the accused party', u'denial ', u'reticence ', u'apology']",Routinization will be related to higher consensus in trait requirements.
1010,1010-1,"[u'trust violation ', u'integrity', u'trust toward the accused party', u'denial ', u'reticence ', u'apology']","When a trust violation concerns a matter of integrity, individuals will exhibit greater trust toward the accused party if that party responds with a denial than if that party responds with reticence or apology."
1010,1010-2,"[u'trust violation', u'competence', u'trust toward the accused party ', u'apology ', u'reticence ', u'denial']","When a trust violation concerns a matter of competence, individuals will exhibit greater trust toward the accused party if that party responds with an apology than if that party responds with reticence or denial."
1010,1010-3,"[u'violation types', u'reticence ', u'superior response to a violation', u'denial ', u'integrity violation', u'apology ', u'competence violation', u'reticence ', u'inferior response to a violation ', u'apology ', u'integrity violation', u'denial ', u'competence violation']","Across violation types, reticence will be less effective than the superior response to a violation (denial in response to an integrity violation, and apology in response to a competence violation), and reticence will not differ in effectiveness from the inferior response to a violation (apology in response to an integrity violation, and denial in response to a competence violation)."
1013,1013-1,"[u'work\u2013family conflict', u'physical', u'psychological demands  of poultry processing work', u'work\u2013family conflict']",Immigrant Latinos in poultry processing will report infrequent work–family conflict.
1013,1013-2,"[u'physical', u'psychological demands  of poultry processing work', u'work\u2013family conflict']",Greater physical and psychological demands of poultry processing work will be associated with greater work–family conflict.
1013,1013-3,"[u'work\u2013family conflict ', u' health-related outcomes']","Greater work–family conflict will be associated with poorer health-related outcomes; however, the association will be modest."
1013,1013-4,"[u'Gender', u'women', u'work\u2013family conflict', u'men', u'work\u2013family conflict', u' job demands', u'health outcomes ', u'women', u'men']","Gender will influence all associations, such that women will report more work–family conflict than men and associations of work–family conflict with job demands and health outcomes will be stronger for women than for men."
1014,1014-1,"[u'degree of expertise', u'perceived task variability', u'degree of expertise', u' perceived task analyzability', u'Novices', u'tasks whose critical complexity is embedded in their surface structure ', u'variable', u' intermediates', u'variable', u'experts']","The higher the degree of expertise, the lower the perceived task variability."
1014,1014-2,"[u'degree of expertise', u' perceived task analyzability', u'Novices', u'tasks whose critical complexity is embedded in their surface structure ', u'variable', u' intermediates', u'variable', u'experts']","The higher the degree of expertise, the higher the perceived task analyzability."
1014,1014-3,"[u'Novices', u'tasks whose critical complexity is embedded in their surface structure ', u'variable', u' intermediates', u'variable', u'experts']","Novices perceive tasks whose critical complexity is embedded in their surface structure as less variable than do intermediates, who perceive them as less variable than do experts."
1014,1014-4,"[u'Experts', u' tasks whose critical complexity is embedded in their deep structure ', u'variable', u' intermediates', u'variable', u'novices']","Experts perceive tasks whose critical complexity is embedded in their deep structure as less variable than do intermediates, who perceive them as less variable than do novices."
1014,1014-5,"[u'Novices', u'tasks whose critical complexity is embedded in their surface structure', u'analyzable', u'intermediates', u'perceive these tasks as more analyzable', u'experts']","Novices perceive tasks whose critical complexity is embedded in their surface structure as more analyzable than do intermediates, who perceive these tasks as more analyzable than do experts."
1014,1014-6,"[u'Experts', u' tasks whose critical complexity is embedded in their deep structure ', u'analyzable', u'intermediates', u'perceive these tasks as more analyzable', u'novices']","Experts perceive tasks whose critical complexity is embedded in their deep structure as more analyzable than do intermediates, who perceive these tasks as more analyzable than do novices."
1014,1014-7,"[u'Novices', u' perform', u'intermediates', u'critical complexity is embedded in their surface structure', u' Intermediates', u'perform', u'experts ']","Novices perform better than intermediates on tasks whose critical complexity is embedded in their surface structure. Intermediates, in turn, perform better than experts on these types of tasks."
1014,1014-8,"[u'Experts', u' perform', u'intermediates', u' tasks whose critical complexity is embedded in their deep structure ', u' Intermediates', u'perform', u'novices']","Experts perform better than intermediates on tasks whose critical complexity is embedded in their deep structure. Intermediates, in turn, perform better than novices on these types of tasks."
1016,1016-1,"[u'Change self-efficacy', u' individuals\u2019 commitment to a given change', u'Change turbulence', u'change self-efficacy', u'commitment', u' change commitment ', u' change selfefficacy', u'under high- than under low-turbulence conditions']",Change self-efficacy will be positively related to individuals’ commitment to a given change.
1016,1016-2,"[u'Change turbulence', u'change self-efficacy', u'commitment', u' change commitment ', u' change selfefficacy', u'under high- than under low-turbulence conditions']","Change turbulence will moderate the change self-efficacy–commitment relationship. In particular, change commitment will be more positively related to change selfefficacy under high- than under low-turbulence conditions."
1017,1017-1,"[u'personality assessment battery', u'Time 1', u'(T1)', u'retesting ', u'Time 2 ', u'(T2)']",The scores for job applicants who fail a personality assessment battery at Time 1 (T1) will not improve on retesting at Time 2 (T2).
1017,1017-2,"[u'score', u'T1', u'T2']",Applicants’ score changes between T1 and T2 will form a normal distribution with a mean of zero and 5% falling outside of a 95% confidence interval (CI) around the mean.
1017,1017-3,"[u'T1 ', u'T2', u'scores ']","Between T1 and T2, applicants will lower their scores as often as they increase them."
1017,1017-4,"[u'scores', u'T1 ', u'T2 ', u'factor structure of the assessment']",The changes in scores between T1 and T2 will not effect the factor structure of the assessment.
1017,1017-5,"[u'scores on a measure of social skill', u'personality scores', u'incentive ', u'measure of social skill', u'personality scores', u'incentive ']","Persons with high scores on a measure of social skill will improve their personality scores in characteristic ways if they have an incentive to do so. Persons with low scores on a measure of social skill will be unable to improve their personality scores, even when they have an incentive to do so."
1017,1017-6,"[u'scores on a measure of social desirability ', u'personality scales', u'necessary', u'measure of social desirability ', u'personality scales', u'beneficial']","Persons with high scores on a measure of social desirability will improve their scores on personality scales in a characteristic way if they think it is necessary. Persons with low scores on a measure of social desirability will be unwilling to change their scores on personality scales, even if it seems beneficial."
1017,1017-7,"[u'scores on a measure of integrity', u'personality scales', u'reapplying for a job', u'scores']",Persons with high scores on a measure of integrity will be less likely to change their scores on personality scales in reapplying for a job than those with lower scores.
1017,1017-8,"[u'completed the Hogan Personality Invetory (HPI) for research purposes ', u'scores for applicants who complete the HPI as part of the employment selection process', u'Diversity beliefs', u'informational diversity', u'group performance', u'Informationally diverse groups', u'perform', u'believe in the value of diversity', u'similarity', u'performance', u'informationally homogeneous groups', u'diversity beliefs']",Scores for job applicants who completed the Hogan Personality Invetory (HPI) for research purposes will not differ substantially from scores for applicants who complete the HPI as part of the employment selection process.
1018,1018-1,"[u'Diversity beliefs', u'informational diversity', u'group performance', u'Informationally diverse groups', u'perform', u'believe in the value of diversity', u'similarity', u'performance', u'informationally homogeneous groups', u'diversity beliefs']","Diversity beliefs moderate the effect of informational diversity on group performance. Informationally diverse groups perform better when group members believe in the value of diversity rather than similarity, whereas the performance of informationally homogeneous groups is less effected by diversity beliefs."
1018,1018-2,"[u'Diversity beliefs', u'informational diversity', u'elaboration of task-relevant information', u'Informationally diverse groups', u'elaboration of task-relevant information', u'believe in the value of diversity', u'similarity', u'elaboration', u'informationally homogeneous groups', u'diversity beliefs']","Diversity beliefs moderate the effect of informational diversity on elaboration of task-relevant information. Informationally diverse groups engage in more elaboration of task-relevant information when group members believe in the value of diversity rather than similarity, whereas elaboration in informationally homogeneous groups is less effected by diversity beliefs."
1018,1018-3,"[u'diversity beliefs', u'performance', u'informationally diverse groups', u'elaboration of task-relevant information']",The effect of diversity beliefs on performance in informationally diverse groups is mediated by elaboration of task-relevant information.
1019,1019-1,"[u'average effective state of the team', u'effective state of that individual team member', u'positive effect of the team', u'individual\u2019s level of positive effect', u'negative effect of the team', u'individual\u2019s level of negative effect']","The average effective state of the team (excluding the individual team member) will be related to the effective state of that individual team member across time, such that (a) the level of positive effect of the team will be directly associated with the individual’s level of positive effect and (b) the negative effect of the team will be directly associated with the individual’s level of negative effect."
1019,1019-2,"[u'susceptibility to emotional contagion', u'strength of an individual\u2019s effective linkages', u'susceptibility', u'linkages', u'susceptibility']","Dispositional susceptibility to emotional contagion will moderate the strength of an individual’s effective linkages to the other team members such that individuals high in susceptibility will show stronger linkages, compared to those lower in susceptibility."
1019,1019-3,"[u'Individualism\u2013 collectivism', u'effective linkages between an individual and the other team members', u'collectivism', u'linkages', u'individualism']",Individualism– collectivism will moderate the strength of the effective linkages between an individual and the other team members such that those high in collectivism will show stronger linkages to the other members of their team than will those high in individualism.
1020,1020-1,"[u'high workload', u'negative effect', u'at work', u'at home']","Within individuals (across days), high workload (rated at work) will positively influence negative effect experienced (a) at work and (b) at home."
1020,1020-2,"[u'perceptions of high workload', u'amount of time spent at work', u'work-to-family conflict experienced at home after work', u'effect experienced at work', u'effect experienced later at home', u'work positive effect', u'home positive effect', u'work negative effect', u'home negative effect']","Within individuals, (a) perceptions of high workload and (b) the amount of time spent at work will positively influence work-to-family conflict experienced at home after work."
1020,1020-3,"[u'effect experienced at work', u'effect experienced later at home', u'work positive effect', u'home positive effect', u'work negative effect', u'home negative effect']","Within individuals, effect experienced at work will spill over onto effect experienced later at home, such that work positive effect will positively impact home positive effect, and work negative effect will positively impact home negative effect."
1020,1020-4,"[u'Work-to-home effective spillover', u'workload', u'home negative effect', u'work negative effect']","Work-to-home effective spillover will explain, in part, the within-individual effect of workload on home negative effect in that work negative effect will partially mediate this effect."
1020,1020-5a,"[u'home effective experiences', u'social behavior in the family domain', u'high positive effect (at home)', u'home effective experiences', u'social behavior in the family domain', u'low negative effect (at home)', u'social activities', u'positive effect', u'negative effect']","Within individuals, home effective experiences will predict social behavior in the family domain such that on days when employees experience high positive effect (at home)."
1020,1020-5b,"[u'home effective experiences', u'social behavior in the family domain', u'low negative effect (at home)', u'social activities', u'positive effect', u'negative effect']","Within individuals, home effective experiences will predict social behavior in the family domain such that on days when employees experience low negative effect (at home), they will engage in more social activities, compared to days when their positive effect is low or negative effect is high."
1020,1020-6a,"[u'work-to- family conflict', u'social behavior in the family domain', u'work-to-family conflict', u'social activities', u'work-to-family conflict']","(a) Within individuals, the experience of work-to- family conflict will predict social behavior in the family domain such that on days when employees experience increased work-to-family conflict, they will engage in fewer social activities, compared to days when they experience decreased work-to-family conflict."
1020,1020-6b,"[u'work-to-family conflict', u'social behavior in the family domain', u'amount of time spent at home by employees', u'Core self-evaluations', u'CSEs', u'income']",The within-individual effect of work-to-family conflict on social behavior in the family domain will be independent of the daily amount of time spent at home by employees.
1021,1021-1,"[u'Core self-evaluations', u'CSEs', u'income']",Core self-evaluations (CSEs) measured in young adulthood will be positively related to income at midlife.
1021,1021-2,"[u'family advantages', u'income', u'parental education', u'parental occupational prestige', u'freedom from family poverty status']","Individuals' family advantages will be realted to their income, such that individuals will earn more as a result of (a) parental education, (b) parental occupational prestige, and (c) freedom from family poverty status."
1021,1021-3,"[u'educational attainment', u'income', u'years of education', u'high school GPA', u'standardized test', u'Scholastic Aptitude Test', u'SAT']","Individuals' educational attainment will be realted to their income, such that individuals will earn more as a result of (a) years of education, (b) high school GPA, and (c) standardized test (Scholastic Aptitude Test; SAT) scores."
1021,1021-4,"[u'Core self-evaluation', u'CSE', u'family advantages', u'parental education', u'parental occupational prestige', u'freedom from family poverty', u'educational attainment', u'years of education', u'high school GPA', u'standardized test scores', u'income', u'CSE', u'CSE']","Core self-evaluation (CSE) will moderate the effects of (a) family advantages (parental education, parental occupational prestige, and freedom from family poverty) and (b) educational attainment (years of education, high school GPA, and standardized test scores) on income such that the effects of these variables will be stronger for those high in CSE than for those low in CSE."
1023,1023-1a,"[u'average motivation', u'maximum ', u'typical performance conditions', u'Direction of effort', u'task related', u'maximum performance period', u'times of typical performance']","Participants’ average motivation will be higher under maximum than under typical performance conditions: Direction of effort will be more task related  throughout the maximum performance period, compared with times of typical performance."
1023,1023-1b,"[u'average motivation', u'maximum ', u'typical performance conditions', u'Level of effort', u'maximum performance period', u'times of typical performance']","Participants’ average motivation will be higher under maximum than under typical performance conditions: Level of effort will be higher throughout the maximum performance period, compared with times of typical performance."
1023,1023-1c,"[u'average motivation', u'maximum ', u'typical performance conditions', u'Persistence of effort', u'maximum performance period', u'times of typical performance']","Participants’ average motivation will be higher under maximum than under typical performance conditions:  Persistence of effort will sink less throughout the maximum performance period, compared with times of typical performance."
1023,1023-2,"[u'performance', u'maximum', u'typical performance conditions', u'performance', u'typical', u'maximum performance conditions', u'performers\u2019 motivation']",Participants’ performance will be higher under maximum than under typical performance conditions.
1023,1023-3,"[u'performance', u'typical', u'maximum performance conditions', u'performers\u2019 motivation']",Varying performance under typical versus maximum performance conditions will be primarily due to changes in performers’ motivation.
1023,1023-4a,"[u'Motivation', u'performance', u'typical performance conditions', u'maximum performance conditions', u'typical performance conditions', u'direction', u'performance', u'maximum performance conditions']","Motivation will correlate higher with performance under typical performance conditions than under maximum performance conditions: Under typical performance conditions, direction will correlate higher with participants’ performance than they will under maximum performance conditions."
1023,1023-4b,"[u'Motivation', u'performance', u'typical performance conditions', u'maximum performance conditions', u'typical performance conditions', u'performance', u'maximum performance conditions']","Motivation will correlate higher with performance under typical performance conditions than under maximum performance conditions: Under typical performance conditions, level will correlate higher with participants’ performance than they will under maximum performance conditions."
1023,1023-4c,"[u'Motivation', u'performance', u'typical performance conditions', u'maximum performance conditions', u'typical performance conditions', u'persistence of effort', u'performance', u'maximum performance conditions']","Motivation will correlate higher with performance under typical performance conditions than under maximum performance conditions: Under typical performance conditions, persistence of effort will correlate higher with participants’ performance than they will under maximum performance conditions."
1023,1023-4d,"[u'Task-related self-efficacy', u'performance', u'typical', u'maximum performance conditions']",Task-related self-efficacy will correlate higher with participants’ performance under typical than under maximum performance conditions.
