Product,Product Stars,Author,Text,Price,Review Stars,Author ID,Date,Title,Verified_Purchase,Helpfulness Total,Helpfulness,Review Ranking
Shop Fox W1668 3/4-HP 13-Inch Bench-Top Drill Press/Spindle Sander,3.6,DJ,"I replaced a floor radial head drill press with this one.  Since I rarely (one time) needed the versatility of a floor model, the bench model seemed more to my style.<br/><br/>Earlier in the year, I purchased a Shop Fox sanding station which I reviewed here.  I was very happy with that purchase with only finish being a negative.<br/><br/>If you compare this model to a Powermatic, you'll be dissapointed, but I'm very happy with it.  It's got more than enough power for me at 3/4 HP and I've found the table to be very easy to adjust (not so on the previous press).  It does support more speeds than I need, but normally leave it set at one for woodworking anyway.  I'm familiar with the depth adjustment system as my previous one was Grizzly and these two companies are joined at the hip.<br/><br/>I didn't buy it for the oscilating feature, but I give kudos to the deisgn engineer.  It works perfectly well, but as other reviewers have said, it's not a sander to use great pressure against.  It also takes a little set up to get the drums assembled for use.  A nice feature is that there is a cutout in the table for the largest drum and spacers to take up room for the smaller ones. It also contains a dust collecting feature which works better than I thought it would.<br/><br/>So far, I've used this for wood and metal and am happy with it.  Again, it's not a Powermatic but I didn't pay that price either.  The finish is typical roughness of Shop Fox, but in operation, it works as well and accurately as ""higher"" quality machines I've used.  I'd make the same decision tomorrow.",396.29,4.0,AHMIXQ9CQ1MRY,"June 13, 2012",Pleasantly surprised,Yes,6,6,46
KREG KMA3200 Shelf Pin Drilling Jig,4.7,DJ,"I have been a big fan of Kregs pocket hole technology for many years.  For some aspects of woodworking, it's been the best thing since they put pockets on shirts.  I'll admit that I've made some ""quick"" pieces of furniture with that jig that are still holding up today as the day they were built.<br/><br/>Since that time, Kreg has come out with many new products. I have a couple, but frankly, none in my opinion met the same level of innovation and handiness as their pocket hole jigs, until now.<br/><br/>I've used other shelf pin jigs, but found them either bulky, more complicated, or required a router.  With this jig, the bit and registration pin fit neatly into the back of it when not in use which allows the whole thing to fit in a small drawer with nothing else to locate for use (except the drill).  It also sports the same lifetime drill guides we are all familiar with.  Some argue that it's too short, but in reality, how many holes does one need for any one shelf?  Even if you do, it's very easy and fast to extend the line using the included registration pin.<br/><br/>Additionally, the registration ""shelf"" can be fitted to either edge allowing two different configurations of where holes will appear. It can also be used without the registration ""shelf"" in the case of the back of an already existing cabinet. It's very versatile for such a compact jig and I don't see buying any others looking for the right one.<br/><br/>I'm glad to report that after using this a few times, it takes me right back to the pocket hole jig in terms of quality, innovation, ease of use and accuracy.  I feel they hit another homer with this tool.",28.89,5.0,AHMIXQ9CQ1MRY,"June 13, 2012",This item comes from Kreg's roots,Yes,6,6,45
Furniture Making Plain and Simple,4.8,DJ,"Mr. Watson has this book and one called ""Hand tools"".  Both are considered must have books for any hand tool woodworker.  This book has several projects and the illustrations (line art) are first rate and easy to understand.<br/><br/>It seems that anyone who is a prominate and well known hand tool woodworker has nothing but positive things to say about Aldren Watson.  I'm not even close to being well known, but I certainly agree with them.  I reference his two books often and they have given me several ideas and educated me to the point that it has certainly enhanced my woodworking experience.<br/><br/>If there is any downside, it's simply that he uses some very old techniques of hand tool woodworking and while informative, some seem to be quite outdated.  Some of his designs of early American furniture may seem ""old"" to some, I see them as timeless.",28.89,4.0,AHMIXQ9CQ1MRY,"June 7, 2012","The ""go to"" book for hand tool projects",Yes,2,2,44
10 Pack Stanley 11-041 Utility Replacement Fine Cutting Blade for 10-049 Pocket Knife,4.9,DJ,"After watching Paul Sellers who is a hand tool woodworker, I saw that he used a 10-049 Stanley marking knife.  I had no idea they existed and prompty bought one for around $10.  It's the best marking knife I've ever used and am dissapointed that I have so much time and money in trying to find others that don't work nearly as well.  The blades are stout enough, sharp and able to get in very tight areas.  I use it for all hand tool tasks such marking out small hinge mortises, creating knife walls for dados, dovetails, etc.<br/><br/>Mr. Sellers says that he uses a blade (keeping it sharp) for two years before chaning it and he works wood every day, several hours a day.  With that, I'm convinced that with this blade pack, I'm certainly set for the rest of my woodworking time.",23.01,5.0,AHMIXQ9CQ1MRY,"June 7, 2012",Excellent quaiity blades,Yes,1,1,43
DMT WAV-F Diamond Wave Fine Sharpener,4.4,DJ,"This sharpener was purchased so that it could more easily sharpen beading blades from combination blades.  What I found was that there is very little area that the radius of your blade matches the tool.  Obviously, this is so that a fairly short sharpener will accomodate from the largest to the smallest of blades/tools.  While it makes sense on paper, it doesn't allow much room to work the tool before you are no longer in the radius that you need.  I've since adapted a better system.<br/><br/>That said, I use DMT products (stones) to sharpen both plane irons and chisels and have been very happy with them for a very long time.  I'll continue to buy DMT, but this one just didn't match the hype in my opinion.<br/><br/>Edit as of 12-12-12:  I've learned a little trick that makes this product more useful than originally thought.  Instead of trying to hone the bevel of a beading blade, I now flatten the back on a stone, turn it over and remove the slight burr of the bevel side on this product as though it were a simple slip stone.  This makes it much easier, faster, greatly extends the life of the bevel and the iron is just as sharp.",59.99,3.0,AHMIXQ9CQ1MRY,"May 13, 2012","Quality is there, but doesn't meet the hype",Yes,8,8,42
Stanley 12-951 SpokeShave with Flat Base,4.3,DJ,"I bought this a first spokeshave and got what I thought were pretty decent results.  Sharpening the blade and flattening the sole made a tremendous difference between receiving it and what it does now, even though it worked better than I expected out of the package.<br/><br/>Still not being sure what a proper shave is supposed to feel like, I did purchase a low angle Veritas.  Granted, that shave works incredibly well, but frankly, I still use the Stanley a great deal and intend to keep doing so.  It adjusts far easier than I expected and the cap iron actually has a good fit to the blade.  Having both allows me a dedicated tool for both rough and fine work.<br/><br/>In short, this was a very good purchase and it certainly performs better than you would expect any $20 tool to work.<br/><br/>Edit as of Jan, 2013:  I've used this for awhile now and can't really justify buying a more expensive ""premium"" one as it works perfectly well.  Since having this shave - I no longer use a spindle sander for any gradual curve.  This not only does it better, but in a fraction of the time.  I simply draw the curve, stay outside the line on the bandsaw and use the shave to go to the line and the result is a far smoother surface than if I had used a sander.  It's also very easy to ease the edges with two or three strokes.  It's fun and effective - get one.",22.98,4.0,AHMIXQ9CQ1MRY,"May 13, 2012",Better than I expected,Yes,4,4,41
"Eclipse EWWQR10-NA Quick Release Woodworking Vice, Gray Cast Iron, 10"" Size",4.6,DJ,"I've only had this a very short time and installed it, but my friend has one of which I've used extensively.  Because of the quaility and ease of use, I pitched my leg vise and bought one of these.<br/><br/>This thing is a beast and has an opening that exceeds any drawer width you could possibly use it for.  The quick action lever works very well and the turn screw and opening /closing hardware are substantial.  It has a place for four bolts or lag screws and two holes on the back plate to put screws into the benchtop.  I recommend using all due to it's weight.  Mine is very solid and even with two 3/4"" chops of hickory, it still opens to a little over 13"".<br/><br/>As I understand it, this company bought the tooling from Record so it's the closest you'll get to the old Record style vise. One last point - get a friend to help you with installation and if possible, turn the bench on it's side so gravity works for you instead of against.  It could very well prevent a hernia trying to muscle this thing into place.<br/><br/>Update as of 12-12: Having used it for awhile now, I can say that I'm upset only at the fact that I didn't put one of these on years ago.  While I admit to missing the depth of a leg vise, I don't miss not having to set a parallel guide and this is so much more strong that depth can still be achieved by setting the board in one of the sides because it doesn't rack.",114.53,5.0,AHMIXQ9CQ1MRY,"April 7, 2012",It's a beast,Yes,7,7,40
Shop Fox W1676 6-Inch by 10-Inch Combination Sander,4.3,DJ,"Had been saving for a Jet, but another reviewer thankfully pointed out that the cover for the radius couldn't be removed and pointed to the Shop Fox as the alternative of his choice.  This is important as I use it a great deal.<br/><br/>The sander is heavy duty and the stand provides a stable base, ample storage and a small footprint.  It assembled well, instructions were decent and it was running in a short time.  This Shop Fox adjusts easily and has plenty of power - haven't seen a hint of bogging down yet.  I also didn't really think that the extra inch in the disc sander (10"") from the norm (9"") would be noticeable, but it is, and appreciated.  The tracking is something I figured would take awhile and counted on it.  However, it took no longer than to turn the knob and steer the belt to the center of which it stayed under heavy sanding.  I also appreciate the tension release which will make it a snap to change belts, especially since I don't have to remove a radius guide, unless I want it there.<br/><br/>If there is anything to complain about, it is that it sits a little high for my taste, but I'll get used to that.  The other thing is that is not as quiet as my previous sander.  Obviously something I'll learn to live with, but was a little surprised by it.  Guess it's the comprimise for the power.<br/><br/>My friend has a Jet and it is certainly a nice sanding station with a bit better fit and finish, but I'm not dissapointed in this and would make the same decision if I had it to do over.",563.44,4.0,AHMIXQ9CQ1MRY,"February 6, 2012",Very pleasantly surprised,Yes,7,7,39
Sanyo HPS-SG2 Indoor Barbeque Grill with 120-Square-Inch Nonstick Cooking Surface,4.3,DJ,"I really couldn't convince myself that a $34 indoor grill would really do what I wanted and needed, but for that kind of money, I had to give it a try.<br/><br/>The grill has exceeded my expectations.  It's not totally smokeless but still very good.  It is the right size for two people, it cleans up easily and it warmes up quickly.  I'm also amazed at how moist the food stays.<br/><br/>I read the reviews - and took particular interest in the experience of a couple about cooking and cleaning this product.  They spoke of two things.  First, was putting a cookie sheet or something similar over the top but doesn't touch the plastic so it won't melt.  The other is actually in the book regarding using water in the drip plan and to spray a little Pam or something on the grill surface.  Lastly, when the food is removed, I took reviewer advise and put wet paper towels on the surface, then clean it when you're done eating.  It worked like a champ. I can now see that a good heavy sponge will go along way to getting all parts of the grill surface without comprimising the teflon.  Get it when it's moist and it's very easy.<br/><br/>I'm very happy with this and wish I'd have found it years ago.  I want to extend my gratitude to the people that posted reviews.  It made a positive difference in my experience with this product.",563.44,5.0,AHMIXQ9CQ1MRY,"October 29, 2011",Exceeded my expectations,Yes,4,4,38
Jorgensen 60115 Pony Tools Miter Box with Saw,3,DJ,"I split the difference between 1 and 5.  As it comes, if you expect it to give you a finished product off the saw then 1(or less) is the proper rating.  If you use it in conjuction with a shooting board with a hand plane, then it does exactly what you expect it to do.  I could have made one, but this was cheap enough, it wasn't worth the effort.<br/><br/>For me, I simply cut to my angle knowing it's only close.  When done, I put the edge on my shooting board and give a few swipes with the hand plane and then a I have an absolute perfect 90 or 45 degree angle with a smooth as glass edge.  Granted, it's the shooting board that does that, but the cheap miter box makes quick work of getting something close enough for the shooting board in very little time.  The result is superior to a miter saw.",19.25,3.0,AHMIXQ9CQ1MRY,"February 19, 2011",Depends what you ask of it,Yes,1,1,37
Staedtler Double-hole Tub Pencil Sharpener,4.2,DJ,"When I saw all the glowing reviews, I had to try it but going full circle to this type of sharpener didn't make sense to me.  Certainly glad I did - a couple of twists and you have a sharp and very workable point.  It sharpens at a more accute angle so the point isn't so fragile but yet very sharp.  I use pencils allot in my woodshop and keep it in the pencil drawer.  About three twists and I'm back in business.  Saves more time than heading to the wall sharpener that gives a point on one end and a wood point on the other.  This one gives a point every time you would hope to get.<br/><br/>To empty the container - you push in and up at the serrated point, not just in or I think you'll break it.  I haven't used the other hole for colored pencils yet, but I'm sure it works the same.<br/><br/>Time will tell if it holds out because after all, the sharpner itself is the small finger type that was in our pencil holders in school - it's just attached to a more convienient receptical.  It's great for freshining a dull point, but I don't think it's designed to put a point on a new pencil.  It was inexpensive and works as adverstised, which is a pleasant thing to find today.",5.09,5.0,AHMIXQ9CQ1MRY,"August 2, 2010","It met the ""hype""",Yes,5,5,36
Bayou Fitness Total Trainer DLX Home Gym,4.4,DJ,"I'm not sure that I've had it long enough for an adequate review, but have been using every other day for about a month now.  The soreness is gone so I'm hoping the benefits have begun.<br/><br/>Pros:  Heavily built and contrary to other reviews, I have found it easy to fold up and set up.  The press bar and foot board that comes with sits in their holes fairly well but need a little coaxing to get out at the bottom.  I think that time will help with this.  I also find height adjustments far easier than I thought they would be - takes mere seconds so changing from one to another during a routine is not an issue as I thought it might.<br/><br/>Cons:  Nothing really with the machine itself.  Frankly though, even though there are allot of exercises listed, most are just slight variations of a very few basic ones.  It's enough to get a decent workout without having to do the same thing, but the dozens listed is a bit of a stretch (no pun intended).<br/><br/>The only other thing is the attachements for leg workouts - it probably isn't a system most would use as it takes some finess to get it hooked to the ankle right, then to the system (which really can't stay all the time), then getting yourself set properly on the board.  It works, but simply takes too much effort and you lose valuable time.  Therefore, without it, you lose a few of the exercise options in the book.  As a minor thing - one DVD gives a good workout routine and then says at the end ""come back on Wednesday for the cardio workout"" - which does not exist on the DVD.<br/><br/>Overall:  I'm very happy with the purchase so far and have no regrets.  This in combination with a reistance bike is a good all around workout.  I asked my doctor if this would be an adequate system since I've lost allot of capacity of cardio due to a foot problem.  He asked if it got me winded and could keep me winded?  When I advised that it certainly does, he advised that it in turn, it is raising the heart rate and would also serve as an adequate cardio workout.",5.09,4.0,AHMIXQ9CQ1MRY,"June 28, 2010",Just what I expected,Yes,5,5,35
Bessey SG-8WP SuperGrip 8-Inch Jaw Capacity 2-1/2-Inch Throat Depth Gripping Plier,4.5,DJ,"I've put the purchase of these clamps off due to the price.  I have Bessey Uniclamps and K-Body's and have never had a complaint.  I decided to pull the trigger on these. Yes the money for two of them stings, especially when considering they are simply clamps, but they will last my woodworking time, then probably whoever would get them after that.<br/><br/>They lock incredibily easy in that you simply slide the jaw to the bottom of what you want to clamp and are set to ""cam over"" as vise grips do.  When releasing, the side extended release bar certainly saves your fingers as opposed to the older style of vise grip.<br/><br/>Aug 2010:  They are a stout clamp, but I don't use them enough to warrant the purchase.  Due to the short throat, they are more limited in range than I thought.  I use them for clamping things to the benchtop, but that's about it.  I've also discovered that you have to hold them pretty tight when you close the clamp or it closes fairly loose.  Doesn't matter how good they are if you spend this much money on something that has limited use.  Must confess that I have some buyers remorse due to the cost.  I have since sold them and recovered most of my money.  I don't miss them.",83.66,2.0,AHMIXQ9CQ1MRY,"April 23, 2010",Typical Bessey quality - and then some,Yes,5,2,34
Illustrated Cabinetmaking: How to Design and Construct Furniture That Works (American Woodworker),4.2,DJ,"I have a friend who didn't care for this book due to the lack of actual plans.  However, the vast majority of my woodworking doesn't use them, which is why this book is valuable to me.  The first part goes over every joint or method I can imagine.  It is broken down into carcasses, drawers, runners, wall hung cabinets, tables, etc.  There are great drawings that clearly show how such things are assembled.<br/><br/>The second part of the book has several examples of each type of furniture construction.  If you don't find the furniture piece you want, you can certainly adapt what is there to a different style.  If you are one for plans, there are alternative ideas complete with information as to where the plans are available.<br/><br/>I suspect that this is one of the few books I have that will be well worn and tattered in a short while.",14.47,5.0,AHMIXQ9CQ1MRY,"March 19, 2010",Surprisingly informative - a great reference,Yes,3,3,33
No. 4 1/2 Smoothing Plane,4.7,DJ,"This is my second Lie Nielsen bench plane - they are certainly expensive and I wouldn't have bought this one unless I was very happy with the first one, and I am.<br/><br/>These planes arrive very well packaged.  When I took this one out of the box, I intially thought it was caught on something - not so, it's simply very heavy.  I immediately took the iron out and honed it which was easy and quick because those thick irons come with a perfectly flat back.  Upon replacing the iron, I tried it on a piece of walnut, both by edge and face.  I discovered that very little down pressure was necessary due to it's 5lb+ heft, just push it along and the result was a full width strip that you could see through.  The blades are A2 steel which takes slightly longer to sharpen (not much) but stays sharp much longer than standard steel.<br/><br/>With knowledgable help, I have fettled a couple other planes to bring them to nearly this level, but it takes more sweat equity than I prefer to invest.  I spring for Lie Nielsen not because I can easily afford them, but because everything is done, the machining is as near perfect as you can get, the sole is flat, the frog is solid and flat and the blade and chipbreaker system is massive. The old Stanley Bedrocks are what the Lie Nielsen bench planes are patterned after, but that is where it stops.  They have greatly improved what is arguably Stanleys greatest line of planes.  They invoke pride of ownership and it allows me to use them with predictable results every time. I can go right to work and I would rather wood work than restore planes.<br/><br/>I'll admit that it hurts to ""write the check"", but the money is forgotten after awhile and you retain the pride of a lifetime quality tool that your kids will most likely fight over when your done using it.",14.47,5.0,AHMIXQ9CQ1MRY,"March 7, 2010",A pleasure - in all aspects,Yes,3,3,32
Made by Hand: Furniture Projects from the Unplugged Woodshop,4.5,DJ,"While it could certainly be me, I've discovered after spending time with this book that it's a bit hard to grasp the concept of what the author is trying to portray.<br/><br/>There is no doubt at all that the author is knowledeable and very talented, but I struggle somewhat to link his pictures to what he is trying to say.  I do like the book and really enjoy the first part where he speaks of the handtools he finds most useful and shop aids that have helped him.  (I love the ""shop bents"") It also contains great photos.<br/><br/>I'm not sure how many of the projects I'll try and take on - as an example, I was thinking about the toolbox, but still cannot tell from the drawings how parts of it are supposed to work in conjuction with other parts.  He does beatiful work, I just wish I could more clearly understand his method of operation.  I'm sure I'll reference it quite a bit, but just think that a different approach as to explaination could be improved.  If he ever writes a second book, I'd expect that improvements in this area would make it a great book.",24.84,3.0,AHMIXQ9CQ1MRY,"February 7, 2010","Good book and info, but hard to understand",Yes,3,3,31
"Coarse, Medium and Fine (DVD)",3.5,DJ,"Christopher Schwartz is a very good author. I can read his stuff at length, but frankly, I find it mind numbing to listen to him do an instruction video. I also have ""Forgotten Hand Tools"" so this isn't a fluke.  It took two to three viewings to get through it.  Obviously just my opinion but he goes on incessently about every detail and then repeats again.  When you add that to his monotone pitch, it gets tough for one sitting.  I think I heard the definition of ""Course, Medium and Fine"" at least 15 times.<br/><br/>On the upside - I don't question his expertise on the subject but just feel I would have been much better off to read it.",,2.0,AHMIXQ9CQ1MRY,"January 7, 2010","Good info, but tedious",,,,30
Grizzly H7567 8-1/2-Inch Duplex Rabbet Plane,4.4,DJ,"This fillister rabbet plane, like the Record 778 it is copied for, has a lot going for it.  It has a square iron which is easy to sharpen instead of being skewed like most.  It sports a screw to adjust the iron which is so much more controlable than the lever put on the Stanleys of old.  It's such a close copy that even the little points on the casting that aren't necessary are still there.  It even says ""778"" on it.<br/><br/>The plane did take a little bit of work because the fence was not perfectly perpindicular to the sole of the plane.  This was fixed easily by putting some sandpaper on the side of a board and running the plane on the top of the board.  When I had a scratch pattern that covered the entire inside of the fence, it was done and square.  Didn't take long and worked perfectly - then attached a larger walnut fence to the oringial.<br/><br/>The blade that comes with it is a bit thin but will work.  I recommend getting a Lie-Nielsen replacement iron for the Record 778.  It adds $35 to the overall price but it's a high quality thick blade that will last a lifetime.  It still puts the plane well under $100 total and made a great difference and as to performance and sharpness retention.<br/><br/>There really is no difference between this plane and the orignal 778 - I know because I owned both. When I got the original 778 for a great deal, I eventually sold the Grizzly, but  regret it because it worked every bit as well - just needed that little tweaking.",83.82,4.0,AHMIXQ9CQ1MRY,"January 5, 2010",A perfect copy of the Record 778,,8,7,29
Crown FLINN1 10-Inch Dovetail Saw,4.6,DJ,"A strange review because if I were to rate the saw as it is now, five stars.  The saw as it comes - one or two stars, so I split the difference.<br/><br/>As the saw comes, it has far more of a crosscut tooth pattern and the kerf is too wide.  One of my reviews is on Frank Klausz's handtool video and in it, he teaches how to take a standard gents saw like this and make a fast cutting thin kerf saw with not a whole lot of effort.<br/><br/>Starting with using a hammer to thin the kerf on a small anvil (yes, I said it), the kerf is greatly improved.  I put it in a saw vise and per Klausz, changed the tooth pattern to a rip cut which is what a dovetail saw is supposed to be.  The result is a saw that produces a thin kerf and cuts fast enough that you need to watch yourself or you'll go right past your marking gauge line.<br/><br/>I have a Japanese saw which works well but I prefer Western saws because they cut on the push stroke which keeps your marking gauge line clear to see.  Properly prepared, they also cut faster and almost as thin.  I also have a Veritas dovetail saw which is a very high quality saw, but this is my second Crown gents saw (gave one away) and I reach for it far more than I thought I would.  I showed a friend who was ready to buy an expensive saw and he also purchased the Crown and prepared it using the Klausz method and he is thrilled with it.<br/><br/>In short - as it comes, it's not going to serve you.  Properly tuned, they hold with any other high quality saw I've ever used.",15.48,3.0,AHMIXQ9CQ1MRY,"December 30, 2009","As it comes, not much to brag about",,8,7,28
Sharpening with Waterstones: A Perfect Edge in 60 Seconds,4.1,DJ," Length:: 3:57 Mins<br/><br/></span>This is a simple video showing my version of Kirby's grinding system.  I've used many but this is the easiest and most inexpensive as well.  My version is a little more portable and I use a different iron holder, but the concept is the same.<br/><br/>As to the rest of the book - I tend to like, short to the point references.  However, I'm not a big fan of Kirby and don't like his dovetailing book at all.  I wouldn't have bought this one, but a friend had it so I got to preview it and saw that it would fit my needs.<br/><br/>Paragrahps are short and to pt he point - easy to understand chapters such as ""how do I know when my blade is sharp?"" and ""When do I need to regrind.?""  Easy to reference later - the idea of the obvious of three stones keeps the basics in focus and helps me realize that I don't need all the dodads the sharpening industry tries to sell me.<br/><br/>I feel bad for others who struggle now realizing that the most effective method takes the least time, costs the least and is the simplest to remember.  Who would have thought?",13.70,5.0,AHMIXQ9CQ1MRY,"December 14, 2009","Straight, to the point with no frills",Yes,3,3,27
Bronze Low Angle Block Plane,4.9,DJ,"I reach for this plane far more than I thought I would.  I have a LN rabbiting block plane and while I love it, this one fits the hand so well and does a fantastic job.  I'm amazed at the thin shavings that come out of this little thing - it works better than it has a right to for the size it is.  The choice of bronze wasn't for any other reason than it was only a $20 difference.  I'm sure I'd be just as happy with the iron model, but the bronze is worth some style points.<br/><br/>The blade is a full 1/8"" and only needed to be slightly honed and put to work.  The adjustment is more finite than I thought it would be - you do have to loosen the wheel slightly, and then tighten only an eigth of a turn or so.  Very easy and quick to do.  My only regret is that I didn't buy one of these sooner.<br/><br/>Edit as of May of 2010:  I've been using this awhile now and am amazed at how useful this small plane is.  I've recently made a few items with doors that must have even reveal in the middle and having this little thing in the hand allows me to shave what I need to get great door fits.  It allows so much finite control I deceided to try it with the door attached - held the door with one hand and felt like I just move my palm over the high spots and got the shavings that that got the job done.",13.70,5.0,AHMIXQ9CQ1MRY,"December 10, 2009",Amazing little plane,Yes,3,3,26
Woodshop Lust: American Woodshops And The Men Who Love Them,3.4,DJ,"I guess I was hoping to get some ideas for my own shop.  I can't say there were none and it's always interesting to see what other people have and what they do with the alloted space, but frankly, once I went though it the first time and put it away, I haven't looked at it again and have no desire to.",13.70,2.0,AHMIXQ9CQ1MRY,"December 4, 2009","Interesing first look through, but that's it.",Yes,3,3,25
Seiko Men's SNK613 Seiko 5 Automatic Silver Dial Stainless Steel Watch,4.4,DJ,"This is one of the better deals I've made in a watch.  I purchased an inexpensive winder and use it every other night - and it's been running for two years straight, and I wear it daily.  It gains about five minutes every three days which I've never tried to adjust and have written that off to the fact it's a mechanical watch.<br/><br/>For me, the band works well after initial adjustment and the watch itself is of great proportions.  What I like most is the ability to see the time with a quick glance.  The contrast of the darker hands to the light face is now a standard for me.<br/><br/>Originally, I bought a different watch but didn't care for it and called ""Just Calculators"".  They told me to send it in and asked what I wanted to do - which was a trade.  It was taken care of quickly so I'm also very happy with the supplier.  I know it's not what one would call a high quality watch, but I have no complaints and by now, I'd be on my second battery.<br/><br/>Edit as of November, 2014:  This watch still works perfectly.  I put it on the winder every third night and wear it everyday.  The only problem it has given is when I inadvertently let it set too close to a magnet and it ran way fast for a day or so then settled back down again.  Now that I'm aware, it doesn't happen anymore. I'd now be on my 5th or 6th battery , but it just keeps ticking away doing what it's supposed to.  It was one of my best spent $60.",13.70,5.0,AHMIXQ9CQ1MRY,"December 4, 2009",Extremely happy,Yes,3,2,24
Planecraft - Hand planing by Modern Methods,4.7,DJ,"This book is absoultely full of good information and one without superfluous crap.  Everything is laid out such as the parts and why they are so critical, sharpening angles and whether they should have a secondary bevel or not, and great information on plough planes.  All types of blades and cutters along with how to effectively sharpen and why thier use makes sense.<br/><br/>I completely agree with the other reviewer in that it covers Record almost as though it were an owners manual, but in order to have non Record people buy it, they had to stock it full of great information - and they did.  With all the handtool and specifically plane books that are much larger, this is now my ""Go to"" manual. As a friend of mine said - you learn something new each time you look through it.",13.70,5.0,AHMIXQ9CQ1MRY,"December 4, 2009",Full of good information,Yes,1,1,23
Dovetail a Drawer: with Frank Klausz,4.9,DJ,"I have the utmost respect for Frank Klausz. From his portion of a video with the Time Life series, I learned to cut dovetails and with practice have become a little more proficient. Dovetail a Drawer is almost the same as the other video, but what I liked was the little tips such as his measuring techniques that are void of a tape measure in all steps of drawer building. He is also clear about what step comes next up until he does final fitting with a plane. I've made many drawers prior to this and can see I worked too hard on them.<br/><br/>During the introduction when the voiceover is occuring, Frank cuts pins with blinding speed which is obviously for show, but it certainly reminds you that he is one to listen to. All in all, a very good video that encompasses great tips throughout.<br/><br/>Edit: 2/22/08 I have now made several drawers using this method. They are solid, square, fit great and didn't take an inordinate amount of time.  No tape measure was used on any of them.  It is my intent to use the same method for wall hung cabinets.<br/><br/>It does take a little sweat equity in practice, but the result is well worth it.  Frank once said ""Start with four 8 foot boards and start practicing dovetails - by the time you get it down, you'll have a nice little box for your shoe polish"". For me, it took doing one a day for about 30 days and now they are cut much faster (and just as accurate) as pulling out the router.<br/><br/>Edit 12-12:  I've been making Frank's style of drawer long enough now that I don't recall doing it another way.  All are still working perfectly and are as strong as the day they were made.  Suggestion:  - make one to desired size and turn it upside down and put a nice base on it, they make nice boxes with slide tops akin to a pencil box.",19.95,4.0,AHMIXQ9CQ1MRY,"November 29, 2009","Old video, but a classic that does the job",Yes,5,5,22
Rabbet Block Plane,5,DJ,"Lie-Nielsen planes are obviously very expensive.  It's said though that the most expensive tools are those that are replaced due to inadequacy or poor quality.  It is definately not the case with Lie-Nielsen.<br/><br/>It comes as a gleaming, hefty and workable tool from the box.  Even the packaging makes you think you are about to unwrap an arc or something.  As to the the rabbiting plane itself, I chose it to serve both as a block plane and something that has the ability to trim tenons or anything else close to the edge.  After simply putting a slight sharpening bevel on it, it gives me shavings I can nearly read newsprint through.  Even though it does not have an adjustable mouth, it is narrow by default and the blade is easy to adjust and is responsive to the slightest turn of the adjustment knob.<br/><br/>I'm sure I'd have been happy with any of the block planes from Lie-Nielsen, but I have absolutely no regret here - I reach for it often and the money is long forgotten but the tool remains quality forever and is one I'm happy to pass to grandchildren.  Do yourself a favor and at least own one of this brand of tool.",19.95,5.0,AHMIXQ9CQ1MRY,"October 21, 2009",Just what you would expect from Lie-Nielsen,Yes,5,5,21
Grizzly H7566 14-Inch Smoothing Plane,4.8,DJ,"Let me first say that I'm most definately a Lie-Nielsen or Veratis plane fan.  I got this one for Christmas a few years ago and upon first trying it, performed about like I expected which was mediocure.  Since it was a gift, I opted to spend a little time with it.  I was pleased to discover the sole was fairly flat, and the frog was pretty well machined so that saved time.  I flattened the back of the blade, ground it, honed it, put a sharpening bevel on it, touched up the frog and chipbreaker, and set it to close the mouth a bit more.<br/><br/>This is now a favorite.  With the stock blade, it's still technically not quite the performer of a like Lie-Nielsen or Veritas, I would challenge anyone to really see a difference without a micrometer.  It cuts full width shavings resembling strips of cotton. It fits the hand very well and I can get .002 shavings from it without problems but it can get .001 with slight adjustment.  I think that a sharp blade and good fitting chipbreaker are a huge part of the equasion.  It's equivilent in size to a Stanley #5 so it serves me well as a jack plane but even though a tad long, could serve as an excellent smoother. It must be a Wednesday plane because I can't explain any other reason this very inexpensive plane works so well.<br/><br/>Edit as of 12/7/09:  I replaced the stock blade and chipbreaker with a Hock and there has been a great improvement even from an already decent performer. I have a Lie-Nielsen bench plane and a Veritas low angle smoother and both are great planes and are the standards by which others are judged, but this plane with it's modifications does absoultey as well in my opinion.  Granted, it took a little work to get it to that point, but I don't feel it a comprimise and actually reach for it before the others most of the time.  I also think my wife takes pride that I'm so happy with her gift.",,5.0,AHMIXQ9CQ1MRY,"October 21, 2009",Completely surprised and pleased,,,,20
"JET 629004K 16-32 Plus 16-Inch 1-1/2-Horsepower Open Stand Drum Sander, 110-Volt 1 Phase",4.5,DJ,"There isn't a tremendous amount that I can add that hasn't been said, but I can tell you that I'm a little ticked off.  I'm mad at myself for living without a good thickness sander for so many years.  I'm thrilled with the machine - use it for what it was designed for and it will treat you right.  Tracking of the conveyor is not tough if you don't try an ""over correct"". It takes a time or two to get used to putting on the sandpaper, but once you've got it, it only takes a couple of minutes.<br/><br/>Taking light passes with 80 grit gives me a nice surface but still easily removes planer or bandsaw marks. I tripped the reset only once while trying it out and have put gobs of board feet through since and never had it happen again.  With a cheap bicycle hook hung from the ceiling, you can hang your dust collector hose and it's out of your way and works great.  When done, there is very little dust and it gets put away clean.","1,119.99",5.0,AHMIXQ9CQ1MRY,"August 26, 2009",How did I live without one?,,2,2,19
