Ranking,Percent Helpful,Author,Total Reviews,Author ID,Helpful Votes
2813,0.95,Peter Tsang,308,A2F0KIA4NMIZHQ,4795
2814,0.84,Jacinda Rilla Wright,1233,A36IQVBQ6PZTU,1176
2815,0.85,Aprile,577,A3ANH8QHYP7FS0,620
2816,0.85,Andrea T,1123,A19UT0OPQCDR8,1899
2817,0.93,J. A. Bornstein,47,A15V97Z3T4GE7F,4725
2818,0.95,A. Cheffy,419,A1K82R24ROO2I7,1251
2819,0.96,GadgetClass,62,A38J352T8TIPMX,1472
2820,0.95,"Happy, Joyous, & Free",78,A2DMMMPQILC1QQ,1151
2821,0.92,Amy,426,A3KWAN5J031OOU,1150
2822,0.81,Hedera Femme,1050,A35HOUWHAYZZN6,1963
2823,0.92,Hank Drake,456,AEV640MKB3I9J,8028
2824,0.94,Christopher T. Dahle,262,A339NU1P1IUU03,1685
2825,0.95,Jenna Frye,74,A3GAXYEFLAKGH6,1586
2826,0.8,Rick Shaq Goldstein,657,A1623N94C3XATU,9350
2827,0.83,SJ Blouse,720,A11LC938XF35XN,706
2828,0.83,T. Honey,779,A2B2ZV61X41YIS,911
2829,0.92,WilliWu,155,A2UFAKH7Y8VH5N,2228
2830,0.82,SciFiChick,1539,A24ZMNWTW8AQUR,4898
2831,0.74,FredTownWard,1694,A3BTL4FV6ODKAT,4089
2832,0.9,Gadget Girl,134,A3718AY48HRZKA,674
2833,0.9,originalwit,235,A1VXZJVVLQNX9G,1132
2834,0.91,Oliver,153,AQHFH0L76GOPB,525
2835,0.91,Frank Forrest,227,A1TUUSQODOPXOE,3806
2836,0.87,tasha3jc,1050,A1IGLPZ7KWZD7D,1104
2837,0.89,Sebas,360,A26R8BWL2F05HU,766
2838,0.91,Jai,169,A6KROJLRO2TNR,540
2839,0.93,Tiffany,155,A3LE0UC4D5LWFZ,3014
2840,0.88,SF,1185,A21I7DFIR2MVLI,791
2841,0.78,lore,852,A7OKYTXXRQUBU,889
2842,0.94,Stephanie Hill,110,A30SOUQNBVG2XF,277
2843,0.77,Teresa A Coleman,984,A1G2IKF3Q4Y064,771
2844,0.85,Readerly,142,A2TOFNA3TWMOJX,1915
2845,0.9,Antoinette,451,A20P47HM0X87SI,414
2846,0.97,Michael A Kausch,35,A7N9G0ICCHLC1,1724
2847,0.6,ANDREA1969,872,A1BIVOEHWU970D,553
2848,0.85,Saganite,400,A3QSM5XHPL1T6Y,7286
2849,0.87,Lenny,372,A2W9GX82SLKROQ,1980
2850,0.79,Tyler Forge,721,AI8EMB0HUC6Z5,2683
2851,0.89,April R Symes,774,A1ZOL59JA86C7Y,1026
2852,0.93,Glynn Young,455,ASQW8Y9DY6LM6,1235
2853,0.82,LittleTank,2138,A3KO6JEVS1FJ8X,1481
2854,0.85,Dinakar Sarma,548,A3J3OCM6PPWNRY,1803
2855,0.76,Ivy Reisner,751,AGJRUK27RBVYS,2304
2856,0.97,Knowledge,44,A2IGOHMKTRO6ID,1802
2857,0.86,M.D. Edwards,553,A1BJOHHLG0D965,2347
2858,0.9,Christina (Ensconced in Lit),399,A3RAIR289B2A84,3111
2859,0.85,Karsun,825,A221VX2BGTIYLU,1419
2860,0.85,J. M. M.,704,AE7V92R2LVEJF,1094
2861,0.87,ReviewerGirl,642,A1K5LVT31CG1IH,1072
2862,0.89,Judy K. Polhemus,1014,A3M6RVUVZOQZLB,10332
2863,0.9,DBucci,317,A2ZJMLZ1IA2YA9,1521
2864,0.85,Kristi Swede,674,A11LNPG39A2ZV4,2472
2865,0.92,KC Man,121,A14Q0AIKQUJG3,1390
2866,0.8,~Amazon Customer~,1347,A34UB2EJV7TIYC,1913
2867,0.84,Sires,1513,A2Y739CRM15WDL,4534
2868,0.84,Brenda Frank,359,A39NB225G8LYPY,1877
2869,0.95,Kimberly E. Beall,187,AV97FVTK1KFXI,1932
2870,0.84,Dubious Disciple,449,A1TJPQDW2GB5X8,2196
2871,0.93,Sapere Aude,268,A2WNXS3CNAQS01,5378
2872,0.83,amf0001,1204,A14R9XMZVJ6INB,3433
2873,0.79,TravelGal,416,A288D2R9WAJBZS,1266
2874,0.88,The Happy Clown With A Frown,411,ACM3CGC6GNAS4,710
2875,0.85,Got your back,1606,A518LXKC304B7,828
2876,0.86,J. Perez,187,A2K3ZMPJQ9WO8I,1393
2877,0.88,Honolulubelle,664,A1E1IGWRW974JG,714
2878,0.87,Tina Says,451,A3V5KBIS9TWUVY,1874
2879,0.79,Carlachats,549,A2PZEV7KOWVL2R,509
2880,0.89,inkling,135,A2XOUBTCDPFMBB,2035
2881,0.88,Fuji,424,A3LL8PH49PZUG7,1555
2882,0.84,Brandon111,141,AFD7SX9OK0BX,4056
2883,0.84,The Engineer Critic,305,A386LG0LRWKJZP,2125
2884,0.82,Simmer,495,A21INUA35HX4XQ,1834
2885,0.87,Shay VanZwoll,600,A33RSNBD4R025S,1048
2886,0.85,Lollipops,1862,ATFRPYKXCCTJX,2232
2887,0.85,Tim,397,A38FV08N9Z4BD8,1004
2888,0.86,M. Heck,1003,A22DXDIYXPBVSP,1188
2889,0.78,bionichands,493,ACREHLVRC4H5B,1219
2890,0.88,Pam,156,A1NA8VBHIFTDCN,991
2891,0.83,N. Cousino,622,A3Q9HY0LU7MN6E,1595
2892,0.74,D. Matlack,755,A1I477ADGMLVJM,2657
2893,0.91,Robin Keller,375,A10MFKPDWRE1RS,465
2894,0.8,JIL,555,A14Z4E4FAZ9S88,569
2895,0.96,Dr. K,88,AN15B6AK28MMS,1317
2896,0.9,Richa,893,AKT3M7FRWSBBW,472
2897,0.83,Andy Gray,728,A28CCN6VYHRUKS,3891
2898,0.87,Tretiak,169,A364ORODKP4XFJ,861
2899,0.87,G. Powell,617,A1M2T0J45TTE64,6328
2900,0.93,Claudia,94,A3S72KF9F2OL9S,571
2901,0.88,Eliezer Kolatch,216,A2Y5T1O43P14RP,2931
2902,0.83,DocHolliday,353,A2PIMV34TSWOUM,835
2903,0.9,LMS,363,A28FJ93TJSSQS4,1842
2904,0.91,Tiffany K.,72,A1M85JOGIOJEKP,1409
2905,0.87,Charles A. Ray,771,A2OHRT539LLCUN,753
2906,0.88,DIY Mom,319,A3OQ4I8U6TYCVE,873
2907,0.92,Bocaboy,195,A11P105WVK5240,2016
2908,0.88,Miss Jenna,475,A2DSKXV7IWE25B,572
2909,0.81,Melaina Lara,909,A5BJMAHZWGJ7N,1686
2910,0.82,Lazy Day Gardener,651,A1QK0XCAPHIW1L,3161
2911,0.85,A. Whitehead,529,A1CQGAPQMN41LV,4978
2912,0.78,Jeffrey N. Fritz,565,A36IHC0K68NS2,2826
2913,0.87,kre8iv1,641,A3HPFC4WMB2LZD,2049
2914,0.86,Real Raleigh Reviewer,203,A3MUO47CT6EQF8,2602
2915,0.8,SouthernAmazoner,602,A3C9Q3KTNNLJJ,1563
2916,0.92,Ben,192,A3U7HS3TEX6B90,2202
2917,0.88,Lily C,251,A1INCKTPHUDQJK,394
2918,0.86,Beatlenik,278,APPV1ZDETO7B,1266
2919,0.91,KIM G,795,A9V8SAIFRWNL6,1401
2920,0.86,D_shrink,259,A2368W0H135KQP,2974
2921,0.91,Marie,147,A31SCQ4Y538UA0,1105
2922,0.82,Robert Winters,152,A35RHYP99B3BR2,635
2923,0.86,Discriminating Buyer in Colorado,185,AYQTCN95JY375,1459
2924,0.92,parkerj,366,AAJSA96WL6U6K,895
2925,0.88,Phred,516,A3HJAIFRRFHUAB,1534
2926,0.88,kirSib,204,A3LKLGZZ8OWR51,1653
2927,0.86,Al O.,571,A3LFJXDPD48KRN,837
2928,0.87,J. Lovins,3459,A2A7NHE5HTK79N,19143
2929,0.88,Rocco Dormarunno,831,A2WSI8HOWHFDOT,7050
2930,0.84,Saqib Noor,351,A2CX9J293OSRBR,811
2931,0.9,Laura I,324,A1DD5LYFQ3ZAOK,5792
2932,0.89,A. L. W.,401,A3OW12V8O7G5LD,1601
2933,0.94,Nick,132,AMNPFW5GRHCM9,1464
2934,0.89,hardgamer,128,A3223W5IROMYTY,3318
2935,0.98,Jennifer Moon,138,A1USHKXM7D5N65,198
2936,0.85,E,466,A1SHHQSPOWR00F,4921
2937,0.85,BellaSouth,295,A12ZI9PVPM278F,868
2938,0.74,Robin Simmons,1245,A3H9JSM1SUTE4O,9869
2939,0.8,Charlotte Vale-Allen,519,A29IYGR7SNPRIV,5554
2940,0.94,Sammy,159,A3B83GRTAX6QOM,2564
2941,0.9,Atomicwasteland,453,A3I1BJIFFM4S21,2720
2942,0.91,Smoothbassman,163,AF7AQHLX1UV1Z,1125
2943,0.97,Janet Hamilton,315,A25OO2VLCIWV51,452
2944,0.89,Kim {kimberlyfaye reads},787,A3Q6CMXMGESPOG,1029
2945,0.77,Seaotter,676,A3ENVHXOY03P5B,3706
2946,0.97,Amazon Customer,35,AY6YPVOXQN0SW,2754
2947,0.87,Jessica Morse,575,A1BA5FPKP3F5SR,467
2948,0.82,K. Faasse,599,A1NEIH01B5X6QL,1332
2949,0.82,Bill Sanders,331,A2AYDT1O1K8MG2,2245
2950,0.9,N. Lueck,183,A3MRXWB56DCAMD,779
2951,0.9,JWH,265,A1F8ABPW3WRF6T,2005
2952,0.95,K.E. Fuhrmann,88,A1ZST491WTFMO9,3715
2953,0.92,Ellie T.,375,A1S27XIULGJYTF,373
2954,0.93,IronChefMIk,209,AGYBSEOZESADQ,1654
2955,0.98,Middernacht,28,A3MZ6D2ZAVTFZ6,1671
2956,0.85,Herblady22,527,A100ZQDV7L8PVV,2611
2957,0.88,emmejay,429,A3QOIDA6B2NIPO,2856
2958,0.89,chrissycf,668,A1GECJN7XHDKU6,756
2959,0.84,"Phyllis S., NYC",457,A359D655P5XEU4,2799
2960,0.87,Justin R. Germino,238,A16JT7E5121OAB,761
2961,0.86,tonya,382,AHPRLL52R0TZZ,511
2962,0.93,Madeline,199,ANGNKTK2J7JFF,3679
2963,0.77,Rhonda Douthett,1182,A3LCDMTYID79N3,734
2964,0.91,Andy,373,A2PSPP3WGH3WTM,493
2965,0.93,EJD,116,AXYUV7EFQYKVN,1120
2966,0.82,SuperReviewR,1193,A27U9GS4JC6USB,1811
2967,0.8,Angel D.,864,A27U0CX87Y2ADR,518
2968,0.89,Jersey Girl Book Reviews / Jersey Girl Sizzling Book Reviews,897,A1NJLDT5WDKD84,1172
2969,0.81,silhouette_of_enchantment,800,A27E44IWS3B7VD,2769
2970,0.91,Gear Guy226,283,A1WICMDVTOC4CM,671
2971,0.91,Amy S.,219,AI5OS4RQQIUMJ,1908
2972,0.85,Kevin M. Derby,957,A7WH560VVUXB2,3089
2973,0.79,Leeanna Chetsko,611,A2KBHSK5BS35BH,1746
2974,0.87,MysteryAuthor,275,A55S98JEGRUUX,1446
2975,0.93,MB,50,A2CQABVHIP3WWG,1600
2976,0.78,K Wethington,1385,A2JZ5D2KD3TXUJ,658
2977,0.78,Bookwyrm,753,A2LKBVKUBWOVS2,669
2978,0.86,Stella Nemeth,276,A3ETEBL6SRZYOZ,1825
2979,0.91,Dan Dean,145,AMDWL7KIPD5G2,3584
2980,0.92,IAMHERE,343,A1XQENKF1Z3HMJ,894
2981,0.76,Michelle Dunn,1405,ADS99W8WMEXZ2,1777
2982,0.87,M. Feldman,371,A3DTHQIPBY0NI7,4431
2983,0.76,Matthew,409,A1GWSJTB780FGJ,518
2984,0.95,Fitz,50,ABFFDYA1JFW7X,7374
2985,0.77,Tattletails,764,A2EIIDTYMJAEXV,1452
2986,0.88,A. Brantley,1469,A1XPC3MT3A8A0A,1044
2987,0.89,Hummingbirds,380,AY1NUCXXJ5WD5,1403
2988,0.8,Jessica,380,A32JMAOD797CRO,245
2989,0.8,Pupitmiser,1142,A325PG1G5LY0R3,783
2990,0.78,J. Stroh,836,A1IH7O6EL7SNBD,1693
2991,0.79,Laurali Graham,1223,A9BLKS2XSCI9J,1011
2992,0.95,ctsurv553,217,A3BACUOZV1M0WM,2515
2993,0.84,jt52,899,A1TPKBOBV0O84Z,1999
2994,0.9,Ms Bre,297,AW3JADIW4A47H,478
2995,0.93,Renee @ Mother Daughter Book Reviews,370,A1AZMG5BMYGSS6,1196
2996,0.77,Rhonda Marcum,1499,A13MGIUEHNSOKO,788
2997,0.88,Jenny,332,AXHMGTSZXGG71,378
2998,0.84,eyes.2c,495,A11M21SEZANTV2,1031
2999,0.86,Jeanne Tassotto,1454,A3A6GXILVT9JNW,3898
3000,0.92,Laura De Giorgio,590,AAXIW3SRA0S4R,13269
3001,0.86,Divascribe,496,A1P77JG6PMRRPK,1391
3002,0.89,Peggy Salkill (Stormy Nights Reviewing & Bloggin'),1226,AORDRXJUKUNLH,720
3003,0.92,Heidi Anne Heiner,589,A2TS040W2FW5O,4353
3004,0.86,An Engineer,311,A1IDAKX7OM3QIE,1235
3005,0.82,Eric Byers,1262,AMS2CPERWN7JV,2071
3006,0.82,Amazon Customer,3439,A3JJ21YCMGSKGH,1183
3007,0.81,M&M;,1226,AHHORS5J712ED,1013
3008,0.85,Emily Veinglory,467,AA95FYFIP38RM,913
3009,0.87,C3,322,A1TR3G8YUR8QMG,1096
3010,0.95,T Jefferson,66,A338NGK967YAUA,3163
3011,0.77,RedRedtheycallmeRed,647,A16ZTSR8M5J5G2,1707
3012,0.81,James Duckett,1464,A3F3B6HY9RJI04,5823
3013,0.89,Cynthia E. Downes,413,A2Q1046M09398P,2856
3014,0.89,midnight122,631,A10Y058K7B96C6,1965
3015,0.89,Brett,457,A2LFWJ8X817QGX,926
3016,0.83,kbeebs3,605,A1CX3SF1OPYDF2,677
3017,0.83,Humera,1060,A3CS71XWULCI0J,1165
3018,0.89,Doug A,297,A2LUGZWEMLR4JL,433
3019,0.81,Mal Warwick,574,A2X4AEWNWCA1NX,1583
3020,0.86,Love Gadgets,109,A8XBR09J4Z421,2106
3021,0.77,Book Lover,1590,A2KMV056844YV2,1667
3022,0.94,E. Turner,185,A1J7LKMZG3ZVLU,1145
3023,0.69,Christopher Schwinger,285,A3N95R1VKWROWF,2159
3024,0.93,"Lena, Massage Therapist",680,AQF3D0KX5SFCM,8095
3025,0.87,Sharon,437,A1SSRL4Q0QHZFR,1869
3026,0.81,A photographer,433,A1FHUYGO3OWWRF,3269
3027,0.97,Beabea,258,A5ZUCLRHA3VEY,3429
3028,0.83,Bruce O'Gorman,701,A31AVXMESQRQAC,2188
3029,0.83,JR,89,A2CLNRGD1LW943,80
3030,0.86,Tracy Rawlins,275,A1WQ4PXK6R1RC1,445
3031,0.91,Snyder's Soapbox,117,A1UWNIRC3NORX0,689
3032,0.85,Misty Baker,399,AFUQ93IMBSVR4,2560
3033,0.8,Breanna Woodrum,676,A1QECNB6L7TFZT,595
3034,0.82,Jaclyn,144,A3AJBYGO0ED6PJ,1203
3035,0.93,mandy,650,A3K4HYYXZFODU2,1217
3036,0.89,PghYinzer,300,A1XAYSI96X8YVH,6522
3037,0.87,Steve R,321,A30KPB2ILF6K6J,1263
3038,0.85,Cypress Green,326,A1DDZAE5NREK1O,3147
3039,0.85,Grace,380,A24BFJI03MM1P6,649
3040,0.81,Marblehead,520,A1KDUQ2HU0WD68,2951
3041,0.85,Amazon Shopper,383,AV7C3HFB1OE51,567
3042,0.84,MysteryPoodle,356,A221AYJCX6Y5WB,2493
3043,0.88,- A,296,A6T1RHMQ9NSE4,2181
3044,0.83,rareoopdvds,515,A3PWPNZVMNX3PA,5558
3045,0.93,Amazonian,436,A1GRCUWE8SA3TJ,639
3046,0.94,Michael Ceciliani,520,A1RUBF0FK78E5Y,1788
3047,0.77,FruGal,1174,A3KVIO8QV4MYHE,620
3048,0.91,Hunter357: The Reviewing Daddy,237,A1F7KVCPJ7HC85,797
3049,0.84,E. Griffin,463,A2FJ5NWS5LQ9LN,3016
3050,0.94,John Kurtze,216,A38IXDXYZYF9NT,933
3051,0.92,ReaderHal,177,A38SK72V6NORUP,834
3052,0.81,Michelle Wilson,692,A1PHTBLZAQWWG,388
3053,0.73,Eric Sanber,995,A2IY9M330NKBW6,3025
3054,0.92,HMMWV,621,A203OCQQ12MAVT,11877
3055,0.85,KarenRachel,123,A1HM2Q2FBG136X,593
3056,0.98,Dawn Tarin,63,AMKOS4JDWYD0U,2476
3057,0.77,S. Beck,570,A3M2U2803IED3X,1281
3058,0.88,Angela S Goodrich,850,A3SIZ03ZV5VF1R,823
3059,0.89,Amazon Customer,441,AV3XTMK5I2AWI,2177
3060,0.92,Rob W.,179,A3P4T1DKRWTL36,1438
3061,0.9,NP Diver,269,A38LYJ7NQ65G5L,632
3062,0.94,Kristen @ Pretty Little Pages,264,A35C9GVZL2P0PW,1080
3063,0.72,Andrew Ellington,3543,ANCOMAI0I7LVG,11892
3064,0.75,Michael Butts,3973,A3LZGLA88K0LA0,14720
3065,0.88,Hashim,268,AH75UPIAJL69J,634
3066,0.94,M. Thompson,188,AXQNEMI9N0Z2D,1379
3067,0.93,susan,94,A2J0PWVQ33QO4O,602
3068,0.84,D. Mckinzie,632,AVWWFK3FZDEL2,2191
3069,0.88,Richard Kenyada,494,A2Y1WSEDSXTYU6,1256
3070,0.79,Mommymemommy,1157,AUV3OR951650C,1961
3071,0.91,CMB,324,A20BC3R2NBN646,1102
3072,0.89,Andrew W.,53,A386UCD39MFLMG,790
3073,0.82,Aliza Hausman,1105,A37IRE9GZ0CZ7I,1529
3074,0.84,David W. Nicholas,1208,A2B1GZIRD6W646,7465
3075,0.79,BookChick Blog Reviews,764,A2R7C9H41T6W9S,1731
3076,0.9,Masta' C,466,A374YP05CTGZA4,534
3077,0.9,MKillen,298,A25BM8PP2LY2EQ,375
3078,0.92,Anima Giraldez,720,AICEEONZRFNJY,918
3079,0.84,Bedjam Rivera,175,A1EGBVG3N14H8H,6561
3080,0.91,Barbara Mojica,970,A2GCEOF7KVQK1U,909
3081,0.82,Steve G,350,A3I1J1K5Y8Q7PY,1193
3082,0.98,Robert Burton Robinson,39,A2RASBRFD6V0II,5669
3083,0.89,Michelle (Michy) Devon,469,A214DG8Y09M3W9,1298
3084,0.8,Karie Hoskins,635,A2T9EHCUD7CNEB,2865
3085,0.74,Nene Davis,709,A26ZJEI04XFSZY,290
3086,0.81,Amazon Customer,517,A11GG3W3BWP5IT,1728
3087,0.86,Gord Wilson,693,A3QAQUUPFIARWB,9676
3088,0.91,WRP,472,A3ETB0VMA9UXKK,443
3089,0.87,DEK,251,A2MR6IJK0DA1TV,451
3090,0.85,Tell It Like It Is,304,ACZ4YI6UWRVOG,1079
3091,0.95,John H. Meyer,70,AK3PQZZ656VOD,1939
3092,0.94,Diana,188,A1QG1UIWO4UGHL,1417
3093,0.94,SE,187,A216CBON6HHOJS,890
3094,0.83,CV,344,A2ZWX1BJ2W6546,428
3095,0.82,Shamrock,841,A26WMHDF433933,447
3096,0.82,Girlieeee,1109,ADFOJ2MNIUTEQ,605
3097,0.93,AlisonA,167,A3A56XDU9H2WUQ,863
3098,0.82,Leonard Kennedy,435,A1WBGYZ6Y8NJ9,906
3099,0.84,Yasmina,591,A1VDV0NX0SQVFI,558
3100,0.87,Amazon Customer,211,A184HA6J5Q346X,701
3101,0.92,T London,536,A3BKJYAJCE9GK4,943
3102,0.86,cat bounds,268,AF1H4YRBRMBB9,1832
3103,0.76,Zombee,505,A2WUW5HYEXGREG,883
3104,0.92,Autumn,249,A3BMI7VGJT60Y7,1218
3105,0.96,Carol Blank,371,AJ1XY1PK6SROF,4960
3106,0.86,Zavi Rasan,386,A3TRSUX9JYKNCJ,1799
3107,0.94,George Peabody,810,A1UBBIDQTDDF79,4158
3108,0.84,Bill Slocum,741,A1NT7ED5TATUAM,4562
3109,0.87,Brass Monkey,375,A25CGBLRJB6X0S,2007
3110,0.77,fatima henriques,1892,A2U4LH443WFMSX,862
3111,0.91,Kelli,498,A2KBV88FL48CFS,1476
3112,0.86,Bobby  W.,461,A1ESUYMIG3TZT0,1750
3113,0.88,Patricia,453,A3EBJDZ5N1UEI5,1458
3114,0.84,Mary,762,A1ZUVP4DNWKFER,436
3115,0.91,DC,201,A27TRXKVO0M82J,684
3116,0.94,SavedByGrace,259,A2JXZD91WCJV7W,649
3117,0.93,Richard Jeff Boatman,181,A235FTJ4VL068Z,1477
3118,0.9,Eric B. Wolf,254,A2SL5IW096Z2BL,2781
3119,0.83,Patricia Gray,519,A12ENBT314RFXR,1267
3120,0.9,Opa Wayne,615,A35V32HZEGZH04,3696
3121,0.9,sgalley,526,A1LT13C3BKQ9CU,709
3122,0.86,error,410,A1GWG5CWLKJ7ET,3175
3123,0.79,Bobby B,546,A26MGY7PAEKZPN,801
3124,0.83,Eric F,1491,APKD9BGI8WD1N,1363
3125,0.92,Jaybird,181,A3VU2J7G0U35AU,878
3126,0.88,J.L. Populist,585,A124S6MYD45PIQ,3129
3127,0.85,Alicia Farias,542,A10J6LPAOHL3FB,589
3128,0.82,Kevin Tipple,1040,A2F6SZLKG0TOJ7,3600
3129,0.91,Lisa Ks Book Reviews,333,A2XLON026DQ98N,688
3130,0.95,IT_Architect,66,AMA2MRO8YGGHJ,1964
3131,0.96,Phil Rosenbach,55,AMUNDUVA1VUB9,3053
3132,0.92,Justin Donie,211,A402IK8HX9SBN,2919
3133,0.94,TheBronze Man,88,AD4Y67RM8720J,680
3134,0.82,Erin Stokes,608,AI3Y72LSKLGUT,595
3135,0.85,Samantha J,897,A23MYUKGYZZA8R,1639
3136,0.9,Sarah,188,A2Z2LI2VL4IHYW,1017
3137,0.94,Learning All The Time,485,A2Z60PVKWFO3SW,5086
3138,0.77,Gwen,772,A9J5SLYXUCWO1,1539
3139,0.88,The Fairest of All Book Reviews,815,A39YL17T9LO0SP,849
3140,0.95,JK &#34;keeping it real&#34;,75,A386ELR8MIGS3F,1469
3141,0.94,SMAZ,118,A2NWYAY4JJACDU,472
3142,0.87,Jenni C.,200,A3VZ31ME20NXVB,622
3143,0.85,- Kasia S.,1211,AIIR8E34EDKCQ,8512
3144,0.88,Laura B,619,A2KFWHHUFVKFXZ,2116
3145,0.85,CandysRaves (and Rants),828,AG2YXYIQ8TLTA,3721
3146,0.88,My Right Eye,317,AU6WZTHO3RVFR,637
3147,0.96,M.Fields,493,A3IPSTD7R03WQY,1310
3148,0.85,Melissa Moreno,681,A1GP6KJYYZSRX7,765
3149,0.85,Blaine Greenfield,1228,A2HM0BZWQRV1EF,6841
3150,0.88,Nick,266,A2JF94G7O0EV2K,1227
3151,0.8,Randy Johnson,1377,A391VTDTFIM6X3,1896
3152,0.92,Laurie Hamilton,210,A14TLXE8P4B52Q,1413
3153,0.82,Amazon Customer,753,ACVNKHUOX3QWU,887
3154,0.95,David L. Vasser,100,A2KI91IR3RA7D0,2160
3155,0.85,A reader,384,A2CJLDPPANU020,1114
3156,0.89,Eunoia,204,A24OAHKNTX6BCN,401
3157,0.9,Admiralu,384,A3NE5KEHD57Q6S,1632
3158,0.86,AmandaGayle,394,ARK7GGO4OL384,396
3159,0.97,K. abberley,119,AEIV8NDUIATRU,853
3160,0.92,N. Nick,240,A5I03TZD4J96V,1566
3161,0.94,linghk,187,AHB2IEW549M3G,463
3162,0.75,Jackal,1014,A1XIDKCJ7SOVXP,8261
3163,0.99,Dora84,62,AUFCD0LX76Q3O,645
3164,0.88,Andre Dursin,212,A2JDYUSI2RILEB,3638
3165,0.79,Kindle Customer,2022,A2UBDYN21RI97X,2236
3166,0.82,Nicole Del Sesto,430,A11K70GWSB7A5Z,4353
3167,0.8,All Powerful Wizard Of Oz,327,A1E110L9ZKX6FD,2405
3168,0.88,Matthew S,127,A1I554XAH7MYHD,732
3169,0.9,cj,264,A1MPW62KUR1BZY,570
3170,0.83,Inglip,175,A186R37OQQ8TP1,2857
3171,0.88,Tripwire,293,A1FXT4VNDA25LY,1409
3172,0.77,Avid Mystery Reader,880,A2263F1WASP2PG,1786
3173,0.88,Joe Owen,946,A2BSZPRBKYAB2K,2856
3174,0.82,G. Ware Cornell Jr.,756,A32O5FZH994CNY,6773
3175,0.88,J. Friedman,215,A3OC42X7H74D1Y,1172
3176,0.93,Anthony McGill,372,A189VV6P4IZJXI,725
3177,0.88,Trevor Willsmer,1475,A220FJEQNGMSRN,5917
3178,0.92,D. Grieco Jr.,67,A18FWPKVLW7RWD,1674
3179,0.88,The Jeep Diva,1102,A2FSWI7Q6MZ9PX,1663
3180,0.79,Con Jon,1159,A2IT5E4GV7TCTM,460
3181,0.87,LITERAL ADDICTION,485,A1UO9GU6PVO10F,2252
3182,0.92,BigAl,759,A2H587O1MJCEL9,3396
3183,0.89,Owen Robinson,473,A1NLWXTRON9H0P,896
3184,0.77,Luc REYNAERT,1288,A12A08OL0TZY0W,8540
3185,0.88,MommaJ,276,A370LEGDL7SL3N,1273
3186,0.88,Denniger Bolton,823,A3V0BVCTO4AU0K,804
3187,0.81,ElmoTheCat,717,A3IY316DRNF5F2,1614
3188,0.88,Jesse Baynard,366,AWH2AY17ZU7W2,1938
3189,0.92,team W,168,A1GYYOE13EFKKW,1126
3190,0.81,Daniel Weitz,340,A224O69F7AVXDR,2360
3191,0.82,Ally's Real Reviews,371,A2TSYGJYBS70I0,571
3192,0.95,T.Ewing,106,A3CHEDG9Q9CEXR,209
3193,0.92,para,512,A2OIGPPBTR65MR,1258
3194,0.81,Meg Daehling,642,AD4CSVCUMWQOG,675
3195,0.88,horrorgirldonna,487,A1DXK2Y4A50O5H,583
3196,0.9,Vance,275,A1M3GEH8UY8ZBV,813
3197,0.84,Arthur Digbee,915,A2ICKSJ6T7WIBO,4271
3198,0.84,Ken Korczak,329,A1OICNXB30F29F,1693
3199,0.87,Scott T. Rivers,1652,A1J03J0HZ7KU5T,8980
3200,0.86,Evelyn Uyemura,338,A1157CR0T5UM9D,3847
3201,0.87,Rocky,241,A2XNIPHDEKI0O4,741
3202,0.93,AllyAceReviewer,1032,A19MG8GZVWORZH,996
3203,0.92,habblie,311,A3GSGG1WDWPBIR,1064
3204,0.96,Johannes Climacus,263,A2A55AXWOFFDVZ,3128
3205,0.94,Jeanie Jackson,610,A2FGLRWU445AQ7,887
3206,0.86,Jason Stokes,615,A3U6J0DLLDEWM2,2163
3207,0.82,Canary,1108,A284N4V7W8FWKS,699
3208,0.84,H. Schneider,879,A3NH7PYU4AD5GA,6508
3209,0.91,Wood Wren,447,A35A5S6H1WROO6,3050
3210,0.92,Lurchie,187,A1K1MNVOJVP024,1631
3211,0.8,WestMetroMommy,246,A3V5XZL28IAXTH,1085
3212,0.85,Tah_Dah,430,AAZRP13OJWEGN,1472
3213,0.81,Petunia P,1200,A2Q24QWFA47FO5,1707
3214,0.92,Stefanie G.,268,AWYLFNBD17VVT,451
3215,0.77,MamaBear007,937,A16AXQ11SZA8SQ,1710
3216,0.81,The Every Free Chance Reader,955,A3THLI10635V4V,1652
3217,0.86,ASP,364,ADFLPF6FI3W0O,1632
3218,0.88,Ida's Girl,676,A2U6VP21H9UVV3,583
3219,0.71,CDP and his Amazon Habit of purchases!  !,2145,A3L1VJMHFWONCB,1928
3220,0.92,StepfordGuide,223,A3T4NPSUW5IX2V,615
3221,0.89,4-Legged Defender,556,AWA88F5TOX8VL,5135
3222,0.93,Eric Perlin,110,A252GNMB3PIZA8,2392
3223,0.87,Ben Rothke,466,A1L5RDC8H9BB9S,3962
3224,0.82,Ryan Collins,105,AYP5082JDMAHL,3049
3225,0.87,Jennifer,488,A1X1TY8AT7E03H,2170
3226,0.79,Elizabeth,716,AA0YPCLUF78B4,1452
3227,0.74,Eugenia,1448,AJRFZ0VZ0LD26,3164
3228,0.83,Grey Area 51,431,AONPH5OJ07EMP,1080
3229,0.97,sandy,129,A174ZRR1Q20V1J,585
3230,0.81,Fora Porto!,605,AVY4D87ER3UUJ,1549
3231,0.9,Paul Stuart,272,A2JSKM60VTCNI,2373
